Linha,040
Tabela,004
num,ponto,horario
105316,TERM.FAZENDINHA/TERM.C.COMPRID,05:27
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,05:52
106001,TERMINAL SANTA FELICIDADE,06:19
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,06:45
105309,TERM.FAZENDINHA/TERM. CIC,07:08
105211,TERMINAL CIC/TERM.PINHEIRINHO,07:25
105718,TERMINAL PINHEIRINHO,07:44
105206,TERMINAL CIC/TERM.FAZENDINHA,07:53
105316,TERM.FAZENDINHA/TERM.C.COMPRID,08:14
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,08:37
106001,TERMINAL SANTA FELICIDADE,09:05
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,09:30
105309,TERM.FAZENDINHA/TERM. CIC,09:54
105211,TERMINAL CIC/TERM.PINHEIRINHO,10:14
105718,TERMINAL PINHEIRINHO,10:32
105206,TERMINAL CIC/TERM.FAZENDINHA,10:41
105316,TERM.FAZENDINHA/TERM.C.COMPRID,11:01
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,11:23
106001,TERMINAL SANTA FELICIDADE,11:55
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,12:20
105309,TERM.FAZENDINHA/TERM. CIC,12:44
105211,TERMINAL CIC/TERM.PINHEIRINHO,13:04
105718,TERMINAL PINHEIRINHO,13:22
105206,TERMINAL CIC/TERM.FAZENDINHA,13:31
105316,TERM.FAZENDINHA/TERM.C.COMPRID,13:51
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,14:13
106001,TERMINAL SANTA FELICIDADE,14:45
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,15:10
105309,TERM.FAZENDINHA/TERM. CIC,15:34
105211,TERMINAL CIC/TERM.PINHEIRINHO,15:54
105718,TERMINAL PINHEIRINHO,16:14
105206,TERMINAL CIC/TERM.FAZENDINHA,16:23
105316,TERM.FAZENDINHA/TERM.C.COMPRID,16:45
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,17:11
106001,TERMINAL SANTA FELICIDADE,17:43
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,18:11
105309,TERM.FAZENDINHA/TERM. CIC,18:37
105211,TERMINAL CIC/TERM.PINHEIRINHO,19:01
