Linha,040
Tabela,007-2
num,ponto,horario
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,16:11
105309,TERM.FAZENDINHA/TERM. CIC,16:37
105211,TERMINAL CIC/TERM.PINHEIRINHO,17:01
105718,TERMINAL PINHEIRINHO,17:19
105206,TERMINAL CIC/TERM.FAZENDINHA,17:28
105316,TERM.FAZENDINHA/TERM.C.COMPRID,17:50
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,18:16
106001,TERMINAL SANTA FELICIDADE,18:47
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,19:13
105309,TERM.FAZENDINHA/TERM. CIC,19:35
105211,TERMINAL CIC/TERM.PINHEIRINHO,19:52
105718,TERMINAL PINHEIRINHO,20:09
105206,TERMINAL CIC/TERM.FAZENDINHA,20:17
105316,TERM.FAZENDINHA/TERM.C.COMPRID,20:34
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,20:53
106001,TERMINAL SANTA FELICIDADE,21:20
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,21:41
105309,TERM.FAZENDINHA/TERM. CIC,22:01
105211,TERMINAL CIC/TERM.PINHEIRINHO,22:16
105718,TERMINAL PINHEIRINHO,22:33
105206,TERMINAL CIC/TERM.FAZENDINHA,22:41
105316,TERM.FAZENDINHA/TERM.C.COMPRID,22:58
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,23:17
106001,TERMINAL SANTA FELICIDADE,23:44
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,00:05
105309,TERM.FAZENDINHA/TERM. CIC,00:25
105211,TERMINAL CIC/TERM.PINHEIRINHO,00:40
