Linha,040
Tabela,021
num,ponto,horario
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,16:28
106001,TERMINAL SANTA FELICIDADE,16:56
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,17:23
105309,TERM.FAZENDINHA/TERM. CIC,17:49
105211,TERMINAL CIC/TERM.PINHEIRINHO,18:14
105718,TERMINAL PINHEIRINHO,18:31
105206,TERMINAL CIC/TERM.FAZENDINHA,18:39
105316,TERM.FAZENDINHA/TERM.C.COMPRID,19:03
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,19:28
106001,TERMINAL SANTA FELICIDADE,19:55
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,20:18
105309,TERM.FAZENDINHA/TERM. CIC,20:36
105211,TERMINAL CIC/TERM.PINHEIRINHO,20:51
105718,TERMINAL PINHEIRINHO,21:06
105206,TERMINAL CIC/TERM.FAZENDINHA,21:14
105316,TERM.FAZENDINHA/TERM.C.COMPRID,21:29
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,21:52
106001,TERMINAL SANTA FELICIDADE,22:15
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,22:38
105309,TERM.FAZENDINHA/TERM. CIC,22:56
105211,TERMINAL CIC/TERM.PINHEIRINHO,23:11
105718,TERMINAL PINHEIRINHO,23:26
105206,TERMINAL CIC/TERM.FAZENDINHA,23:35
105316,TERM.FAZENDINHA/TERM.C.COMPRID,23:50
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,00:12
