Linha,040
Tabela,009
num,ponto,horario
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,05:32
105309,TERM.FAZENDINHA/TERM. CIC,05:50
105211,TERMINAL CIC/TERM.PINHEIRINHO,06:08
105718,TERMINAL PINHEIRINHO,06:25
105206,TERMINAL CIC/TERM.FAZENDINHA,06:34
105316,TERM.FAZENDINHA/TERM.C.COMPRID,06:52
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,07:16
106001,TERMINAL SANTA FELICIDADE,07:40
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,08:06
105309,TERM.FAZENDINHA/TERM. CIC,08:30
105211,TERMINAL CIC/TERM.PINHEIRINHO,08:49
105718,TERMINAL PINHEIRINHO,09:07
105206,TERMINAL CIC/TERM.FAZENDINHA,09:16
105316,TERM.FAZENDINHA/TERM.C.COMPRID,09:34
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,09:59
106001,TERMINAL SANTA FELICIDADE,10:26
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,10:52
105309,TERM.FAZENDINHA/TERM. CIC,11:12
105211,TERMINAL CIC/TERM.PINHEIRINHO,11:31
105718,TERMINAL PINHEIRINHO,11:49
105206,TERMINAL CIC/TERM.FAZENDINHA,11:58
105316,TERM.FAZENDINHA/TERM.C.COMPRID,12:16
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,12:41
106001,TERMINAL SANTA FELICIDADE,13:08
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,13:34
105309,TERM.FAZENDINHA/TERM. CIC,13:54
105211,TERMINAL CIC/TERM.PINHEIRINHO,14:13
105718,TERMINAL PINHEIRINHO,14:31
105206,TERMINAL CIC/TERM.FAZENDINHA,14:40
105316,TERM.FAZENDINHA/TERM.C.COMPRID,14:58
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,15:23
106001,TERMINAL SANTA FELICIDADE,15:50
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,16:16
105309,TERM.FAZENDINHA/TERM. CIC,16:42
105211,TERMINAL CIC/TERM.PINHEIRINHO,17:08
105718,TERMINAL PINHEIRINHO,17:26
105206,TERMINAL CIC/TERM.FAZENDINHA,17:35
105316,TERM.FAZENDINHA/TERM.C.COMPRID,17:56
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,18:21
106001,TERMINAL SANTA FELICIDADE,18:55
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,19:18
105309,TERM.FAZENDINHA/TERM. CIC,19:36
105211,TERMINAL CIC/TERM.PINHEIRINHO,19:51
105718,TERMINAL PINHEIRINHO,20:06
105206,TERMINAL CIC/TERM.FAZENDINHA,20:14
105316,TERM.FAZENDINHA/TERM.C.COMPRID,20:29
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,20:52
106001,TERMINAL SANTA FELICIDADE,21:15
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,21:38
105309,TERM.FAZENDINHA/TERM. CIC,21:57
105211,TERMINAL CIC/TERM.PINHEIRINHO,22:12
105718,TERMINAL PINHEIRINHO,22:26
105206,TERMINAL CIC/TERM.FAZENDINHA,22:35
105316,TERM.FAZENDINHA/TERM.C.COMPRID,22:50
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,23:12
106001,TERMINAL SANTA FELICIDADE,23:37
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,00:00
105309,TERM.FAZENDINHA/TERM. CIC,00:20
105211,TERMINAL CIC/TERM.PINHEIRINHO,00:35
