Linha,040
Tabela,022-2
num,ponto,horario
105316,TERM.FAZENDINHA/TERM.C.COMPRID,16:16
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,16:44
106001,TERMINAL SANTA FELICIDADE,17:15
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,17:43
105309,TERM.FAZENDINHA/TERM. CIC,18:09
105211,TERMINAL CIC/TERM.PINHEIRINHO,18:33
105718,TERMINAL PINHEIRINHO,18:54
105206,TERMINAL CIC/TERM.FAZENDINHA,19:03
105316,TERM.FAZENDINHA/TERM.C.COMPRID,19:27
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,19:58
106001,TERMINAL SANTA FELICIDADE,20:26
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,20:47
105309,TERM.FAZENDINHA/TERM. CIC,21:07
105211,TERMINAL CIC/TERM.PINHEIRINHO,21:22
105718,TERMINAL PINHEIRINHO,21:39
105206,TERMINAL CIC/TERM.FAZENDINHA,21:47
105316,TERM.FAZENDINHA/TERM.C.COMPRID,22:04
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,22:23
106001,TERMINAL SANTA FELICIDADE,22:50
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,23:11
105309,TERM.FAZENDINHA/TERM. CIC,23:31
105211,TERMINAL CIC/TERM.PINHEIRINHO,23:46
105718,TERMINAL PINHEIRINHO,00:03
105206,TERMINAL CIC/TERM.FAZENDINHA,00:11
105316,TERM.FAZENDINHA/TERM.C.COMPRID,00:28
