Linha,040
Tabela,007
num,ponto,horario
105316,TERM.FAZENDINHA/TERM.C.COMPRID,05:06
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,05:31
106001,TERMINAL SANTA FELICIDADE,05:56
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,06:20
105309,TERM.FAZENDINHA/TERM. CIC,06:38
105211,TERMINAL CIC/TERM.PINHEIRINHO,06:56
105718,TERMINAL PINHEIRINHO,07:13
105206,TERMINAL CIC/TERM.FAZENDINHA,07:22
105316,TERM.FAZENDINHA/TERM.C.COMPRID,07:41
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,08:08
106001,TERMINAL SANTA FELICIDADE,08:38
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,09:04
105309,TERM.FAZENDINHA/TERM. CIC,09:24
105211,TERMINAL CIC/TERM.PINHEIRINHO,09:43
105718,TERMINAL PINHEIRINHO,10:01
105206,TERMINAL CIC/TERM.FAZENDINHA,10:10
105316,TERM.FAZENDINHA/TERM.C.COMPRID,10:28
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,10:53
106001,TERMINAL SANTA FELICIDADE,11:20
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,11:46
105309,TERM.FAZENDINHA/TERM. CIC,12:06
105211,TERMINAL CIC/TERM.PINHEIRINHO,12:25
105718,TERMINAL PINHEIRINHO,12:43
105206,TERMINAL CIC/TERM.FAZENDINHA,12:52
105316,TERM.FAZENDINHA/TERM.C.COMPRID,13:10
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,13:35
106001,TERMINAL SANTA FELICIDADE,14:02
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,14:28
105309,TERM.FAZENDINHA/TERM. CIC,14:48
105211,TERMINAL CIC/TERM.PINHEIRINHO,15:07
105718,TERMINAL PINHEIRINHO,15:25
105206,TERMINAL CIC/TERM.FAZENDINHA,15:34
105316,TERM.FAZENDINHA/TERM.C.COMPRID,15:52
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,16:18
106001,TERMINAL SANTA FELICIDADE,16:46
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,17:13
105309,TERM.FAZENDINHA/TERM. CIC,17:39
105211,TERMINAL CIC/TERM.PINHEIRINHO,18:04
105718,TERMINAL PINHEIRINHO,18:21
105206,TERMINAL CIC/TERM.FAZENDINHA,18:30
105316,TERM.FAZENDINHA/TERM.C.COMPRID,18:53
