Linha,040
Tabela,002-1
num,ponto,horario
106001,TERMINAL SANTA FELICIDADE,05:00
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,05:24
105309,TERM.FAZENDINHA/TERM. CIC,05:42
105211,TERMINAL CIC/TERM.PINHEIRINHO,06:00
105718,TERMINAL PINHEIRINHO,06:17
105206,TERMINAL CIC/TERM.FAZENDINHA,06:26
105316,TERM.FAZENDINHA/TERM.C.COMPRID,06:44
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,07:09
106001,TERMINAL SANTA FELICIDADE,07:34
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,08:00
105309,TERM.FAZENDINHA/TERM. CIC,08:21
105211,TERMINAL CIC/TERM.PINHEIRINHO,08:39
