Linha,040
Tabela,011-2
num,ponto,horario
105211,TERMINAL CIC/TERM.PINHEIRINHO,16:05
105718,TERMINAL PINHEIRINHO,16:24
105206,TERMINAL CIC/TERM.FAZENDINHA,16:33
105316,TERM.FAZENDINHA/TERM.C.COMPRID,16:55
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,17:21
106001,TERMINAL SANTA FELICIDADE,17:52
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,18:20
105309,TERM.FAZENDINHA/TERM. CIC,18:46
105211,TERMINAL CIC/TERM.PINHEIRINHO,19:10
105718,TERMINAL PINHEIRINHO,19:32
105206,TERMINAL CIC/TERM.FAZENDINHA,19:41
105316,TERM.FAZENDINHA/TERM.C.COMPRID,19:56
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,20:17
106001,TERMINAL SANTA FELICIDADE,20:44
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,21:05
105309,TERM.FAZENDINHA/TERM. CIC,21:25
105211,TERMINAL CIC/TERM.PINHEIRINHO,21:40
105718,TERMINAL PINHEIRINHO,21:57
105206,TERMINAL CIC/TERM.FAZENDINHA,22:05
105316,TERM.FAZENDINHA/TERM.C.COMPRID,22:22
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,22:41
106001,TERMINAL SANTA FELICIDADE,23:08
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,23:29
105309,TERM.FAZENDINHA/TERM. CIC,23:49
105211,TERMINAL CIC/TERM.PINHEIRINHO,00:04
105718,TERMINAL PINHEIRINHO,00:21
105206,TERMINAL CIC/TERM.FAZENDINHA,00:29
