Linha,040
Tabela,012
num,ponto,horario
105316,TERM.FAZENDINHA/TERM.C.COMPRID,05:17
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,05:38
106001,TERMINAL SANTA FELICIDADE,06:04
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,06:29
105309,TERM.FAZENDINHA/TERM. CIC,06:48
105211,TERMINAL CIC/TERM.PINHEIRINHO,07:08
105718,TERMINAL PINHEIRINHO,07:25
105206,TERMINAL CIC/TERM.FAZENDINHA,07:35
105316,TERM.FAZENDINHA/TERM.C.COMPRID,07:55
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,08:20
106001,TERMINAL SANTA FELICIDADE,08:48
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,09:15
105309,TERM.FAZENDINHA/TERM. CIC,09:38
105211,TERMINAL CIC/TERM.PINHEIRINHO,09:58
105718,TERMINAL PINHEIRINHO,10:15
105206,TERMINAL CIC/TERM.FAZENDINHA,10:25
105316,TERM.FAZENDINHA/TERM.C.COMPRID,10:45
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,11:10
106001,TERMINAL SANTA FELICIDADE,11:38
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,12:05
105309,TERM.FAZENDINHA/TERM. CIC,12:28
105211,TERMINAL CIC/TERM.PINHEIRINHO,12:48
105718,TERMINAL PINHEIRINHO,13:05
105206,TERMINAL CIC/TERM.FAZENDINHA,13:15
105316,TERM.FAZENDINHA/TERM.C.COMPRID,13:35
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,14:00
106001,TERMINAL SANTA FELICIDADE,14:28
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,14:55
105309,TERM.FAZENDINHA/TERM. CIC,15:18
105211,TERMINAL CIC/TERM.PINHEIRINHO,15:40
105718,TERMINAL PINHEIRINHO,15:58
105206,TERMINAL CIC/TERM.FAZENDINHA,16:08
105316,TERM.FAZENDINHA/TERM.C.COMPRID,16:30
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,16:56
106001,TERMINAL SANTA FELICIDADE,17:24
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,17:51
105309,TERM.FAZENDINHA/TERM. CIC,18:17
105211,TERMINAL CIC/TERM.PINHEIRINHO,18:43
105718,TERMINAL PINHEIRINHO,19:03
105206,TERMINAL CIC/TERM.FAZENDINHA,19:13
105316,TERM.FAZENDINHA/TERM.C.COMPRID,19:37
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,20:02
106001,TERMINAL SANTA FELICIDADE,20:26
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,20:49
105309,TERM.FAZENDINHA/TERM. CIC,21:09
105211,TERMINAL CIC/TERM.PINHEIRINHO,21:25
105718,TERMINAL PINHEIRINHO,21:41
105206,TERMINAL CIC/TERM.FAZENDINHA,21:49
105316,TERM.FAZENDINHA/TERM.C.COMPRID,22:04
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,22:26
106001,TERMINAL SANTA FELICIDADE,22:50
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,23:13
105309,TERM.FAZENDINHA/TERM. CIC,23:33
105211,TERMINAL CIC/TERM.PINHEIRINHO,23:49
105718,TERMINAL PINHEIRINHO,00:05
105206,TERMINAL CIC/TERM.FAZENDINHA,00:13
105316,TERM.FAZENDINHA/TERM.C.COMPRID,00:28
