Linha,040
Tabela,013-2
num,ponto,horario
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,15:51
106001,TERMINAL SANTA FELICIDADE,16:18
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,16:45
105309,TERM.FAZENDINHA/TERM. CIC,17:11
105211,TERMINAL CIC/TERM.PINHEIRINHO,17:36
105718,TERMINAL PINHEIRINHO,17:52
105206,TERMINAL CIC/TERM.FAZENDINHA,18:02
105316,TERM.FAZENDINHA/TERM.C.COMPRID,18:23
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,18:48
106001,TERMINAL SANTA FELICIDADE,19:15
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,19:38
105309,TERM.FAZENDINHA/TERM. CIC,19:56
105211,TERMINAL CIC/TERM.PINHEIRINHO,20:11
105718,TERMINAL PINHEIRINHO,20:26
105206,TERMINAL CIC/TERM.FAZENDINHA,20:34
105316,TERM.FAZENDINHA/TERM.C.COMPRID,20:49
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,21:12
106001,TERMINAL SANTA FELICIDADE,21:35
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,21:58
105309,TERM.FAZENDINHA/TERM. CIC,22:17
105211,TERMINAL CIC/TERM.PINHEIRINHO,22:32
105718,TERMINAL PINHEIRINHO,22:46
105206,TERMINAL CIC/TERM.FAZENDINHA,22:55
105316,TERM.FAZENDINHA/TERM.C.COMPRID,23:10
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,23:32
106001,TERMINAL SANTA FELICIDADE,23:58
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,00:21
105309,TERM.FAZENDINHA/TERM. CIC,00:40
105211,TERMINAL CIC/TERM.PINHEIRINHO,00:57
