Linha,040
Tabela,005-1
num,ponto,horario
105211,TERMINAL CIC/TERM.PINHEIRINHO,05:02
105718,TERMINAL PINHEIRINHO,05:19
105206,TERMINAL CIC/TERM.FAZENDINHA,05:28
105316,TERM.FAZENDINHA/TERM.C.COMPRID,05:46
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,06:11
106001,TERMINAL SANTA FELICIDADE,06:36
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,07:00
105309,TERM.FAZENDINHA/TERM. CIC,07:19
105211,TERMINAL CIC/TERM.PINHEIRINHO,07:38
105718,TERMINAL PINHEIRINHO,07:56
105206,TERMINAL CIC/TERM.FAZENDINHA,08:05
105316,TERM.FAZENDINHA/TERM.C.COMPRID,08:28
