Linha,040
Tabela,003-2
num,ponto,horario
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,16:07
106001,TERMINAL SANTA FELICIDADE,16:36
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,17:02
105309,TERM.FAZENDINHA/TERM. CIC,17:28
105211,TERMINAL CIC/TERM.PINHEIRINHO,17:53
105718,TERMINAL PINHEIRINHO,18:09
105206,TERMINAL CIC/TERM.FAZENDINHA,18:18
105316,TERM.FAZENDINHA/TERM.C.COMPRID,18:40
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,19:07
106001,TERMINAL SANTA FELICIDADE,19:30
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,19:53
105309,TERM.FAZENDINHA/TERM. CIC,20:13
105211,TERMINAL CIC/TERM.PINHEIRINHO,20:29
105718,TERMINAL PINHEIRINHO,20:45
105206,TERMINAL CIC/TERM.FAZENDINHA,20:53
105316,TERM.FAZENDINHA/TERM.C.COMPRID,21:08
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,21:31
106001,TERMINAL SANTA FELICIDADE,21:54
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,22:17
105309,TERM.FAZENDINHA/TERM. CIC,22:37
105211,TERMINAL CIC/TERM.PINHEIRINHO,22:53
105718,TERMINAL PINHEIRINHO,23:09
105206,TERMINAL CIC/TERM.FAZENDINHA,23:17
105316,TERM.FAZENDINHA/TERM.C.COMPRID,23:32
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,23:55
106001,TERMINAL SANTA FELICIDADE,00:20
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,00:43
105309,TERM.FAZENDINHA/TERM. CIC,01:05
