Linha,371
Tabela,002
num,ponto,horario
104011,TERMINAL BAIRRO ALTO,06:25
103405,PRACA SANTOS ANDRADE,06:50
104011,TERMINAL BAIRRO ALTO,07:15
103405,PRACA SANTOS ANDRADE,07:40
104011,TERMINAL BAIRRO ALTO,08:05
103405,PRACA SANTOS ANDRADE,08:30
104011,TERMINAL BAIRRO ALTO,08:55
103405,PRACA SANTOS ANDRADE,09:20
104011,TERMINAL BAIRRO ALTO,09:45
103405,PRACA SANTOS ANDRADE,10:10
104011,TERMINAL BAIRRO ALTO,10:35
103405,PRACA SANTOS ANDRADE,11:00
104011,TERMINAL BAIRRO ALTO,11:25
103405,PRACA SANTOS ANDRADE,11:50
104011,TERMINAL BAIRRO ALTO,12:15
103405,PRACA SANTOS ANDRADE,12:40
104011,TERMINAL BAIRRO ALTO,13:05
103405,PRACA SANTOS ANDRADE,13:30
104011,TERMINAL BAIRRO ALTO,13:55
103405,PRACA SANTOS ANDRADE,14:20
104011,TERMINAL BAIRRO ALTO,14:45
103405,PRACA SANTOS ANDRADE,15:10
104011,TERMINAL BAIRRO ALTO,15:35
103405,PRACA SANTOS ANDRADE,16:00
104011,TERMINAL BAIRRO ALTO,16:25
103405,PRACA SANTOS ANDRADE,16:50
104011,TERMINAL BAIRRO ALTO,17:15
103405,PRACA SANTOS ANDRADE,17:40
104011,TERMINAL BAIRRO ALTO,18:06
103405,PRACA SANTOS ANDRADE,18:32
104011,TERMINAL BAIRRO ALTO,18:58
103405,PRACA SANTOS ANDRADE,19:25
104011,TERMINAL BAIRRO ALTO,19:55
103405,PRACA SANTOS ANDRADE,20:25
104011,TERMINAL BAIRRO ALTO,20:55
103405,PRACA SANTOS ANDRADE,21:25
104011,TERMINAL BAIRRO ALTO,21:55
103405,PRACA SANTOS ANDRADE,22:24
104011,TERMINAL BAIRRO ALTO,22:53
103405,PRACA SANTOS ANDRADE,23:22
