Linha,206
Tabela,007
num,ponto,horario
109078,TERMINAL BARREIRINHA,06:10
109029,TUBO GUADALUPE/SENT.BOQUEIRÃO,06:33
441009,ESTACAO SAO JOSE DOS PINHAIS,07:10
109031,TUBO GUADALUPE/SENT.SECRETARIA,07:50
109078,TERMINAL BARREIRINHA,08:22
109029,TUBO GUADALUPE/SENT.BOQUEIRÃO,08:48
441009,ESTACAO SAO JOSE DOS PINHAIS,09:24
109031,TUBO GUADALUPE/SENT.SECRETARIA,10:00
109078,TERMINAL BARREIRINHA,10:28
109029,TUBO GUADALUPE/SENT.BOQUEIRÃO,10:54
441009,ESTACAO SAO JOSE DOS PINHAIS,11:30
109031,TUBO GUADALUPE/SENT.SECRETARIA,12:06
109078,TERMINAL BARREIRINHA,12:34
109029,TUBO GUADALUPE/SENT.BOQUEIRÃO,13:00
441009,ESTACAO SAO JOSE DOS PINHAIS,13:36
109031,TUBO GUADALUPE/SENT.SECRETARIA,14:12
109078,TERMINAL BARREIRINHA,14:40
109029,TUBO GUADALUPE/SENT.BOQUEIRÃO,15:06
441009,ESTACAO SAO JOSE DOS PINHAIS,15:42
109031,TUBO GUADALUPE/SENT.SECRETARIA,16:18
109078,TERMINAL BARREIRINHA,16:51
109029,TUBO GUADALUPE/SENT.BOQUEIRÃO,17:24
441009,ESTACAO SAO JOSE DOS PINHAIS,18:05
109031,TUBO GUADALUPE/SENT.SECRETARIA,18:46
