Linha,206
Tabela,002
num,ponto,horario
441009,TUBO SAO JOSE DOS PINHAIS,05:45
109031,TUBO GUADALUPE/SENT.SECRETARIA,06:15
109078,TERMINAL BARREIRINHA,06:38
109029,ESTACAO TUBO GUADALUPE,07:03
441009,TUBO SAO JOSE DOS PINHAIS,07:39
109031,TUBO GUADALUPE/SENT.SECRETARIA,08:19
109078,TERMINAL BARREIRINHA,08:50
109029,ESTACAO TUBO GUADALUPE,09:16
441009,TUBO SAO JOSE DOS PINHAIS,09:52
109031,TUBO GUADALUPE/SENT.SECRETARIA,10:28
109078,TERMINAL BARREIRINHA,10:56
109029,ESTACAO TUBO GUADALUPE,11:22
441009,TUBO SAO JOSE DOS PINHAIS,11:58
109031,TUBO GUADALUPE/SENT.SECRETARIA,12:34
109078,TERMINAL BARREIRINHA,13:02
109029,ESTACAO TUBO GUADALUPE,13:28
441009,TUBO SAO JOSE DOS PINHAIS,14:04
109031,TUBO GUADALUPE/SENT.SECRETARIA,14:40
109078,TERMINAL BARREIRINHA,15:08
109029,ESTACAO TUBO GUADALUPE,15:34
441009,TUBO SAO JOSE DOS PINHAIS,16:12
109031,TUBO GUADALUPE/SENT.SECRETARIA,16:51
109078,TERMINAL BARREIRINHA,17:23
109029,ESTACAO TUBO GUADALUPE,17:56
441009,TUBO SAO JOSE DOS PINHAIS,18:37
109031,TUBO GUADALUPE/SENT.SECRETARIA,19:14
109078,TERMINAL BARREIRINHA,19:41
109029,ESTACAO TUBO GUADALUPE,20:04
