Linha,206
Tabela,001
num,ponto,horario
109078,TERMINAL BARREIRINHA,05:40
109029,ESTACAO TUBO GUADALUPE,06:00
441009,TUBO SAO JOSE DOS PINHAIS,06:34
109031,TUBO GUADALUPE/SENT.SECRETARIA,07:08
109078,TERMINAL BARREIRINHA,07:33
109029,ESTACAO TUBO GUADALUPE,08:04
441009,TUBO SAO JOSE DOS PINHAIS,08:43
109031,TUBO GUADALUPE/SENT.SECRETARIA,09:20
109078,TERMINAL BARREIRINHA,09:46
109029,ESTACAO TUBO GUADALUPE,10:12
441009,TUBO SAO JOSE DOS PINHAIS,10:48
109031,TUBO GUADALUPE/SENT.SECRETARIA,11:24
109078,TERMINAL BARREIRINHA,11:52
109029,ESTACAO TUBO GUADALUPE,12:18
441009,TUBO SAO JOSE DOS PINHAIS,12:54
109031,TUBO GUADALUPE/SENT.SECRETARIA,13:30
109078,TERMINAL BARREIRINHA,13:58
109029,ESTACAO TUBO GUADALUPE,14:24
441009,TUBO SAO JOSE DOS PINHAIS,15:00
109031,TUBO GUADALUPE/SENT.SECRETARIA,15:36
109078,TERMINAL BARREIRINHA,16:06
109029,ESTACAO TUBO GUADALUPE,16:36
441009,TUBO SAO JOSE DOS PINHAIS,17:12
109031,TUBO GUADALUPE/SENT.SECRETARIA,17:54
109078,TERMINAL BARREIRINHA,18:27
109029,ESTACAO TUBO GUADALUPE,19:00
441009,TUBO SAO JOSE DOS PINHAIS,19:38
109031,TUBO GUADALUPE/SENT.SECRETARIA,20:11
109078,TERMINAL BARREIRINHA,20:38
109029,ESTACAO TUBO GUADALUPE,21:01
441009,TUBO SAO JOSE DOS PINHAIS,21:32
109031,TUBO GUADALUPE/SENT.SECRETARIA,22:03
109078,TERMINAL BARREIRINHA,22:26
109029,ESTACAO TUBO GUADALUPE,22:49
441009,TUBO SAO JOSE DOS PINHAIS,23:30
109031,TUBO GUADALUPE/SENT.SECRETARIA,23:56
