Linha,206
Tabela,008
num,ponto,horario
441009,TUBO SAO JOSE DOS PINHAIS,06:16
109031,TUBO GUADALUPE/SENT.SECRETARIA,06:48
109078,TERMINAL BARREIRINHA,07:13
109029,ESTACAO TUBO GUADALUPE,07:43
441009,TUBO SAO JOSE DOS PINHAIS,08:24
109031,TUBO GUADALUPE/SENT.SECRETARIA,09:01
109078,TERMINAL BARREIRINHA,09:32
109029,ESTACAO TUBO GUADALUPE,09:58
441009,TUBO SAO JOSE DOS PINHAIS,10:34
109031,TUBO GUADALUPE/SENT.SECRETARIA,11:10
109078,TERMINAL BARREIRINHA,11:38
109029,ESTACAO TUBO GUADALUPE,12:04
441009,TUBO SAO JOSE DOS PINHAIS,12:40
109031,TUBO GUADALUPE/SENT.SECRETARIA,13:16
109078,TERMINAL BARREIRINHA,13:44
109029,ESTACAO TUBO GUADALUPE,14:10
441009,TUBO SAO JOSE DOS PINHAIS,14:46
109031,TUBO GUADALUPE/SENT.SECRETARIA,15:22
109078,TERMINAL BARREIRINHA,15:50
109029,ESTACAO TUBO GUADALUPE,16:18
441009,TUBO SAO JOSE DOS PINHAIS,16:52
109031,TUBO GUADALUPE/SENT.SECRETARIA,17:33
109078,TERMINAL BARREIRINHA,18:06
109029,ESTACAO TUBO GUADALUPE,18:39
441009,TUBO SAO JOSE DOS PINHAIS,19:19
109031,TUBO GUADALUPE/SENT.SECRETARIA,19:54
109078,TERMINAL BARREIRINHA,20:17
109029,ESTACAO TUBO GUADALUPE,20:40
441009,TUBO SAO JOSE DOS PINHAIS,21:11
109031,TUBO GUADALUPE/SENT.SECRETARIA,21:42
109078,TERMINAL BARREIRINHA,22:05
109029,ESTACAO TUBO GUADALUPE,22:28
441009,TUBO SAO JOSE DOS PINHAIS,23:00
109031,TUBO GUADALUPE/SENT.SECRETARIA,23:31
