Linha,181
Tabela,1
num,ponto,horario
120421,BAIRRO MATEUS LEME,05:40
101018,PRACA TIRADENTES,06:10
120421,BAIRRO MATEUS LEME,06:40
101018,PRACA TIRADENTES,07:10
120421,BAIRRO MATEUS LEME,07:40
101018,PRACA TIRADENTES,08:10
120421,BAIRRO MATEUS LEME,08:40
101018,PRACA TIRADENTES,09:10
120421,BAIRRO MATEUS LEME,09:40
101018,PRACA TIRADENTES,10:10
120421,BAIRRO MATEUS LEME,10:40
101018,PRACA TIRADENTES,11:10
120421,BAIRRO MATEUS LEME,11:40
101018,PRACA TIRADENTES,12:10
120421,BAIRRO MATEUS LEME,12:40
101018,PRACA TIRADENTES,13:10
120421,BAIRRO MATEUS LEME,13:40
101018,PRACA TIRADENTES,14:10
120421,BAIRRO MATEUS LEME,14:40
101018,PRACA TIRADENTES,15:10
120421,BAIRRO MATEUS LEME,15:40
101018,PRACA TIRADENTES,16:10
120421,BAIRRO MATEUS LEME,16:40
101018,PRACA TIRADENTES,17:10
120421,BAIRRO MATEUS LEME,17:40
101018,PRACA TIRADENTES,18:10
120421,BAIRRO MATEUS LEME,18:40
101018,PRACA TIRADENTES,19:10
