Linha,875
Tabela,001
num,ponto,horario
190029,BAIRRO BIGORRILHO,05:50
101003,PRACA TIRADENTES,06:13
190029,BAIRRO BIGORRILHO,06:40
101003,PRACA TIRADENTES,07:03
190029,BAIRRO BIGORRILHO,07:30
101003,PRACA TIRADENTES,07:58
190029,BAIRRO BIGORRILHO,08:25
101003,PRACA TIRADENTES,08:53
190029,BAIRRO BIGORRILHO,09:20
101003,PRACA TIRADENTES,09:45
190029,BAIRRO BIGORRILHO,10:10
101003,PRACA TIRADENTES,10:35
190029,BAIRRO BIGORRILHO,11:00
101003,PRACA TIRADENTES,11:25
190029,BAIRRO BIGORRILHO,11:50
101003,PRACA TIRADENTES,12:18
190029,BAIRRO BIGORRILHO,12:45
101003,PRACA TIRADENTES,13:13
190029,BAIRRO BIGORRILHO,13:40
101003,PRACA TIRADENTES,14:05
190029,BAIRRO BIGORRILHO,14:30
101003,PRACA TIRADENTES,14:55
190029,BAIRRO BIGORRILHO,15:20
101003,PRACA TIRADENTES,15:45
190029,BAIRRO BIGORRILHO,16:10
101003,PRACA TIRADENTES,16:35
190029,BAIRRO BIGORRILHO,17:00
101003,PRACA TIRADENTES,17:25
190029,BAIRRO BIGORRILHO,17:52
101003,PRACA TIRADENTES,18:20
190029,BAIRRO BIGORRILHO,18:47
101003,PRACA TIRADENTES,19:15
190029,BAIRRO BIGORRILHO,19:42
101003,PRACA TIRADENTES,20:08
190029,BAIRRO BIGORRILHO,20:35
101003,PRACA TIRADENTES,21:01
190029,BAIRRO BIGORRILHO,21:28
101003,PRACA TIRADENTES,21:54
190029,BAIRRO BIGORRILHO,22:20
101003,PRACA TIRADENTES,22:48
190029,BAIRRO BIGORRILHO,23:15
101003,PRACA TIRADENTES,23:40
