Linha,552
Tabela,002
num,ponto,horario
160841,R. LUCIO DE OLIVEIRA LARA,04:54
160192,BAIRRO SAMBAQUI,04:59
106106,TERMINAL SITIO CERCADO,05:18
160192,BAIRRO SAMBAQUI,05:31
106106,TERMINAL SITIO CERCADO,05:57
160192,BAIRRO SAMBAQUI,06:10
106106,TERMINAL SITIO CERCADO,06:37
160192,BAIRRO SAMBAQUI,06:51
106106,TERMINAL SITIO CERCADO,07:19
160192,BAIRRO SAMBAQUI,07:33
106106,TERMINAL SITIO CERCADO,08:01
160192,BAIRRO SAMBAQUI,08:15
106106,TERMINAL SITIO CERCADO,08:41
160192,BAIRRO SAMBAQUI,08:55
106106,TERMINAL SITIO CERCADO,09:21
160192,BAIRRO SAMBAQUI,09:35
106106,TERMINAL SITIO CERCADO,10:01
160192,BAIRRO SAMBAQUI,10:15
106106,TERMINAL SITIO CERCADO,10:41
160192,BAIRRO SAMBAQUI,10:55
106106,TERMINAL SITIO CERCADO,11:21
160192,BAIRRO SAMBAQUI,11:35
106106,TERMINAL SITIO CERCADO,12:01
160192,BAIRRO SAMBAQUI,12:15
106106,TERMINAL SITIO CERCADO,12:41
160192,BAIRRO SAMBAQUI,12:55
106106,TERMINAL SITIO CERCADO,13:21
160192,BAIRRO SAMBAQUI,13:35
106106,TERMINAL SITIO CERCADO,14:01
160192,BAIRRO SAMBAQUI,14:15
106106,TERMINAL SITIO CERCADO,14:41
160192,BAIRRO SAMBAQUI,14:55
106106,TERMINAL SITIO CERCADO,15:21
160192,BAIRRO SAMBAQUI,15:35
106106,TERMINAL SITIO CERCADO,16:01
160192,BAIRRO SAMBAQUI,16:17
106106,TERMINAL SITIO CERCADO,16:50
160192,BAIRRO SAMBAQUI,17:07
106106,TERMINAL SITIO CERCADO,17:34
160192,BAIRRO SAMBAQUI,17:51
106106,TERMINAL SITIO CERCADO,18:18
160192,BAIRRO SAMBAQUI,18:35
106106,TERMINAL SITIO CERCADO,19:02
160192,BAIRRO SAMBAQUI,19:19
106106,TERMINAL SITIO CERCADO,19:44
160192,BAIRRO SAMBAQUI,19:58
106106,TERMINAL SITIO CERCADO,20:24
160192,BAIRRO SAMBAQUI,20:38
106106,TERMINAL SITIO CERCADO,21:04
160192,BAIRRO SAMBAQUI,21:18
106106,TERMINAL SITIO CERCADO,21:44
160192,BAIRRO SAMBAQUI,21:58
106106,TERMINAL SITIO CERCADO,22:24
160192,BAIRRO SAMBAQUI,22:38
106106,TERMINAL SITIO CERCADO,23:04
160192,BAIRRO SAMBAQUI,23:18
106106,TERMINAL SITIO CERCADO,23:44
