Linha,965
Tabela,001
num,ponto,horario
106005,TERMINAL SANTA FELICIDADE,05:14
101013,PRACA TIRADENTES,05:46
106005,TERMINAL SANTA FELICIDADE,06:23
101013,PRACA TIRADENTES,07:01
106005,TERMINAL SANTA FELICIDADE,07:41
101013,PRACA TIRADENTES,08:26
106005,TERMINAL SANTA FELICIDADE,09:13
101013,PRACA TIRADENTES,09:48
106005,TERMINAL SANTA FELICIDADE,10:23
101013,PRACA TIRADENTES,10:58
106005,TERMINAL SANTA FELICIDADE,11:33
101013,PRACA TIRADENTES,12:11
106005,TERMINAL SANTA FELICIDADE,12:51
101013,PRACA TIRADENTES,13:30
106005,TERMINAL SANTA FELICIDADE,14:08
101013,PRACA TIRADENTES,14:44
106005,TERMINAL SANTA FELICIDADE,15:19
101013,PRACA TIRADENTES,15:56
106005,TERMINAL SANTA FELICIDADE,16:41
101013,PRACA TIRADENTES,17:25
106005,TERMINAL SANTA FELICIDADE,18:06
101013,PRACA TIRADENTES,18:48
