Linha,206
Tabela,006
num,ponto,horario
441009,TUBO SAO JOSE DOS PINHAIS,06:18
109031,TUBO GUADALUPE/SENT.SECRETARIA,06:49
109078,TERMINAL BARREIRINHA,07:10
109029,ESTACAO TUBO GUADALUPE,07:32
441009,TUBO SAO JOSE DOS PINHAIS,08:04
109031,TUBO GUADALUPE/SENT.SECRETARIA,08:35
109078,TERMINAL BARREIRINHA,08:58
109029,ESTACAO TUBO GUADALUPE,09:20
441009,TUBO SAO JOSE DOS PINHAIS,09:52
109031,TUBO GUADALUPE/SENT.SECRETARIA,10:23
109078,TERMINAL BARREIRINHA,10:46
109029,ESTACAO TUBO GUADALUPE,11:08
441009,TUBO SAO JOSE DOS PINHAIS,11:42
109031,TUBO GUADALUPE/SENT.SECRETARIA,12:14
109078,TERMINAL BARREIRINHA,12:37
109029,ESTACAO TUBO GUADALUPE,12:59
441009,TUBO SAO JOSE DOS PINHAIS,13:32
109031,TUBO GUADALUPE/SENT.SECRETARIA,14:03
109078,TERMINAL BARREIRINHA,14:25
109029,ESTACAO TUBO GUADALUPE,14:47
441009,TUBO SAO JOSE DOS PINHAIS,15:20
109031,TUBO GUADALUPE/SENT.SECRETARIA,15:51
109078,TERMINAL BARREIRINHA,16:13
109029,ESTACAO TUBO GUADALUPE,16:34
441009,TUBO SAO JOSE DOS PINHAIS,17:04
109031,TUBO GUADALUPE/SENT.SECRETARIA,17:35
109078,TERMINAL BARREIRINHA,17:57
109029,ESTACAO TUBO GUADALUPE,18:18
441009,TUBO SAO JOSE DOS PINHAIS,18:52
109031,TUBO GUADALUPE/SENT.SECRETARIA,19:22
109078,TERMINAL BARREIRINHA,19:46
109029,ESTACAO TUBO GUADALUPE,20:07
441009,TUBO SAO JOSE DOS PINHAIS,20:41
109031,TUBO GUADALUPE/SENT.SECRETARIA,21:10
109078,TERMINAL BARREIRINHA,21:34
109029,ESTACAO TUBO GUADALUPE,21:55
441009,TUBO SAO JOSE DOS PINHAIS,22:30
109031,TUBO GUADALUPE/SENT.SECRETARIA,22:57
109078,TERMINAL BARREIRINHA,23:20
109029,ESTACAO TUBO GUADALUPE,23:40
