Linha,206
Tabela,001
num,ponto,horario
109078,TERMINAL BARREIRINHA,05:45
109029,ESTACAO TUBO GUADALUPE,06:04
441009,TUBO SAO JOSE DOS PINHAIS,06:35
109031,TUBO GUADALUPE/SENT.SECRETARIA,07:06
109078,TERMINAL BARREIRINHA,07:28
109029,ESTACAO TUBO GUADALUPE,07:50
441009,TUBO SAO JOSE DOS PINHAIS,08:22
109031,TUBO GUADALUPE/SENT.SECRETARIA,08:53
109078,TERMINAL BARREIRINHA,09:16
109029,ESTACAO TUBO GUADALUPE,09:38
441009,TUBO SAO JOSE DOS PINHAIS,10:10
109031,TUBO GUADALUPE/SENT.SECRETARIA,10:41
109078,TERMINAL BARREIRINHA,11:04
109029,ESTACAO TUBO GUADALUPE,11:26
441009,TUBO SAO JOSE DOS PINHAIS,12:00
109031,TUBO GUADALUPE/SENT.SECRETARIA,12:32
109078,TERMINAL BARREIRINHA,12:55
109029,ESTACAO TUBO GUADALUPE,13:17
441009,TUBO SAO JOSE DOS PINHAIS,13:50
109031,TUBO GUADALUPE/SENT.SECRETARIA,14:21
109078,TERMINAL BARREIRINHA,14:44
109029,ESTACAO TUBO GUADALUPE,15:06
441009,TUBO SAO JOSE DOS PINHAIS,15:40
109031,TUBO GUADALUPE/SENT.SECRETARIA,16:10
109078,TERMINAL BARREIRINHA,16:33
109029,ESTACAO TUBO GUADALUPE,16:54
441009,TUBO SAO JOSE DOS PINHAIS,17:25
109031,TUBO GUADALUPE/SENT.SECRETARIA,17:56
109078,TERMINAL BARREIRINHA,18:19
109029,ESTACAO TUBO GUADALUPE,18:40
441009,TUBO SAO JOSE DOS PINHAIS,19:13
109031,TUBO GUADALUPE/SENT.SECRETARIA,19:43
109078,TERMINAL BARREIRINHA,20:07
109029,ESTACAO TUBO GUADALUPE,20:28
441009,TUBO SAO JOSE DOS PINHAIS,21:02
109031,TUBO GUADALUPE/SENT.SECRETARIA,21:31
109078,TERMINAL BARREIRINHA,21:56
109029,ESTACAO TUBO GUADALUPE,22:17
441009,TUBO SAO JOSE DOS PINHAIS,22:52
109031,TUBO GUADALUPE/SENT.SECRETARIA,23:19
