Linha,712
Tabela,001-2
num,ponto,horario
105314,TERMINAL FAZENDINHA,16:31
105209,TERMINAL CIC,16:56
105314,TERMINAL FAZENDINHA,17:21
105209,TERMINAL CIC,17:47
105314,TERMINAL FAZENDINHA,18:12
105209,TERMINAL CIC,18:38
105314,TERMINAL FAZENDINHA,19:02
105209,TERMINAL CIC,19:29
105314,TERMINAL FAZENDINHA,19:55
105209,TERMINAL CIC,20:18
105314,TERMINAL FAZENDINHA,20:40
105209,TERMINAL CIC,21:02
105314,TERMINAL FAZENDINHA,21:24
105209,TERMINAL CIC,21:46
105314,TERMINAL FAZENDINHA,22:08
105209,TERMINAL CIC,22:30
105314,TERMINAL FAZENDINHA,22:52
105209,TERMINAL CIC,23:14
105314,TERMINAL FAZENDINHA,23:36
105209,TERMINAL CIC,23:58
