Linha,639
Tabela,002-2
num,ponto,horario
105715,TERMINAL PINHEIRINHO,16:06
160070,BAIRRO FUTURAMA,16:39
105715,TERMINAL PINHEIRINHO,17:11
160070,BAIRRO FUTURAMA,17:48
105715,TERMINAL PINHEIRINHO,18:21
160070,BAIRRO FUTURAMA,18:57
105715,TERMINAL PINHEIRINHO,19:26
160070,BAIRRO FUTURAMA,19:53
105715,TERMINAL PINHEIRINHO,20:17
160070,BAIRRO FUTURAMA,20:40
105715,TERMINAL PINHEIRINHO,21:04
160070,BAIRRO FUTURAMA,21:28
105715,TERMINAL PINHEIRINHO,21:53
160070,BAIRRO FUTURAMA,22:17
105715,TERMINAL PINHEIRINHO,22:41
160070,BAIRRO FUTURAMA,23:04
105715,TERMINAL PINHEIRINHO,23:28
160070,BAIRRO FUTURAMA,23:51
105715,TERMINAL PINHEIRINHO,00:12
