Linha,X38
Tabela,008
num,ponto,horario
105922,T.PINHEIRINHO / BAIRRO -SEMI-D,17:25
170538,BAIRRO VAZIO / T.PINHEIRINHO,17:57
105922,T.PINHEIRINHO / BAIRRO -SEMI-D,18:35
