Linha,X36
Tabela,2-1
num,ponto,horario
109131,TERMINAL FAZENDINHA,06:22
109028,TERMINAL GUADALUPE,06:50
109131,TERMINAL FAZENDINHA,07:18
109028,TERMINAL GUADALUPE,07:58
109131,TERMINAL FAZENDINHA,08:28
