Linha,773
Tabela,001
num,ponto,horario
170952,BAIRRO SANTA RITA,05:17
171070,TERMINAL TATUQUARA,05:23
105207,TERMINAL CIC,06:02
171070,TERMINAL TATUQUARA,06:37
105207,TERMINAL CIC,07:12
171070,TERMINAL TATUQUARA,07:46
105207,TERMINAL CIC,08:24
171070,TERMINAL TATUQUARA,08:54
105207,TERMINAL CIC,09:30
171070,TERMINAL TATUQUARA,10:00
105207,TERMINAL CIC,10:36
171070,TERMINAL TATUQUARA,11:06
105207,TERMINAL CIC,11:42
171070,TERMINAL TATUQUARA,12:12
105207,TERMINAL CIC,12:48
171070,TERMINAL TATUQUARA,13:19
105207,TERMINAL CIC,13:57
171070,TERMINAL TATUQUARA,14:28
105207,TERMINAL CIC,15:06
171070,TERMINAL TATUQUARA,15:38
105207,TERMINAL CIC,16:15
171070,TERMINAL TATUQUARA,16:50
105207,TERMINAL CIC,17:29
171070,TERMINAL TATUQUARA,18:05
105207,TERMINAL CIC,18:43
171070,TERMINAL TATUQUARA,19:19
105207,TERMINAL CIC,19:55
171070,TERMINAL TATUQUARA,20:24
105207,TERMINAL CIC,20:51
171070,TERMINAL TATUQUARA,21:21
105207,TERMINAL CIC,21:50
171070,TERMINAL TATUQUARA,22:21
105207,TERMINAL CIC,22:50
171070,TERMINAL TATUQUARA,23:21
105207,TERMINAL CIC,23:50
