Linha,X42
Tabela,004-1
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:27
104406,TERMINAL CABRAL,05:52
104703,TERMINAL CAPAO DA IMBUIA,06:17
104406,TERMINAL CABRAL,06:51
104703,TERMINAL CAPAO DA IMBUIA,07:21
104406,TERMINAL CABRAL,07:56
104703,TERMINAL CAPAO DA IMBUIA,08:26
104406,TERMINAL CABRAL,09:01
