Linha,X42
Tabela,003-2
num,ponto,horario
104406,TERMINAL CABRAL,16:05
104703,TERMINAL CAPAO DA IMBUIA,16:46
104406,TERMINAL CABRAL,17:26
104703,TERMINAL CAPAO DA IMBUIA,18:13
104406,TERMINAL CABRAL,18:54
