Linha,X42
Tabela,002-1
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:15
104406,TERMINAL CABRAL,05:50
104703,TERMINAL CAPAO DA IMBUIA,06:28
104406,TERMINAL CABRAL,07:03
104703,TERMINAL CAPAO DA IMBUIA,07:39
104406,TERMINAL CABRAL,08:14
