Linha,X42
Tabela,001-1
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:05
104406,TERMINAL CABRAL,05:30
104703,TERMINAL CAPAO DA IMBUIA,05:55
104406,TERMINAL CABRAL,06:21
104703,TERMINAL CAPAO DA IMBUIA,06:51
104406,TERMINAL CABRAL,07:21
104703,TERMINAL CAPAO DA IMBUIA,07:56
104406,TERMINAL CABRAL,08:26
