Linha,X42
Tabela,005-1
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:35
104406,TERMINAL CABRAL,06:01
104703,TERMINAL CAPAO DA IMBUIA,06:32
104406,TERMINAL CABRAL,07:01
104703,TERMINAL CAPAO DA IMBUIA,07:35
104406,TERMINAL CABRAL,08:05
