Linha,X42
Tabela,003-1
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:35
104406,TERMINAL CABRAL,06:10
104703,TERMINAL CAPAO DA IMBUIA,06:48
104406,TERMINAL CABRAL,07:23
104703,TERMINAL CAPAO DA IMBUIA,07:59
