Linha,266
Tabela,1
num,ponto,horario
120648,BAIRRO ESTRIBO AHU,06:00
101167,TRAVESSA MOREIRA GARCEZ,06:25
120648,BAIRRO ESTRIBO AHU,06:50
101167,TRAVESSA MOREIRA GARCEZ,07:15
120648,BAIRRO ESTRIBO AHU,07:40
101167,TRAVESSA MOREIRA GARCEZ,08:05
120648,BAIRRO ESTRIBO AHU,08:30
101167,TRAVESSA MOREIRA GARCEZ,08:55
120648,BAIRRO ESTRIBO AHU,09:20
101167,TRAVESSA MOREIRA GARCEZ,09:45
120648,BAIRRO ESTRIBO AHU,10:15
101167,TRAVESSA MOREIRA GARCEZ,10:45
120648,BAIRRO ESTRIBO AHU,11:15
101167,TRAVESSA MOREIRA GARCEZ,11:45
120648,BAIRRO ESTRIBO AHU,12:15
101167,TRAVESSA MOREIRA GARCEZ,12:40
120648,BAIRRO ESTRIBO AHU,13:05
101167,TRAVESSA MOREIRA GARCEZ,13:30
120648,BAIRRO ESTRIBO AHU,13:55
101167,TRAVESSA MOREIRA GARCEZ,14:20
120648,BAIRRO ESTRIBO AHU,14:45
101167,TRAVESSA MOREIRA GARCEZ,15:15
120648,BAIRRO ESTRIBO AHU,15:45
101167,TRAVESSA MOREIRA GARCEZ,16:15
120648,BAIRRO ESTRIBO AHU,16:48
101167,TRAVESSA MOREIRA GARCEZ,17:20
120648,BAIRRO ESTRIBO AHU,17:45
101167,TRAVESSA MOREIRA GARCEZ,18:10
120648,BAIRRO ESTRIBO AHU,18:35
101167,TRAVESSA MOREIRA GARCEZ,19:00
120648,BAIRRO ESTRIBO AHU,19:24
101167,TRAVESSA MOREIRA GARCEZ,19:47
120648,BAIRRO ESTRIBO AHU,20:10
101167,TRAVESSA MOREIRA GARCEZ,20:35
120648,BAIRRO ESTRIBO AHU,21:00
101167,TRAVESSA MOREIRA GARCEZ,21:25
120648,BAIRRO ESTRIBO AHU,21:50
101167,TRAVESSA MOREIRA GARCEZ,22:16
120648,BAIRRO ESTRIBO AHU,22:42
101167,TRAVESSA MOREIRA GARCEZ,23:08
120648,BAIRRO ESTRIBO AHU,23:35
101167,TRAVESSA MOREIRA GARCEZ,00:00
