Linha,654
Tabela,004-3
num,ponto,horario
105203,TERMINAL CIC,16:43
104817,TERMINAL CAPAO RASO,17:05
105203,TERMINAL CIC,17:30
104817,TERMINAL CAPAO RASO,17:52
105203,TERMINAL CIC,18:17
104817,TERMINAL CAPAO RASO,18:40
105203,TERMINAL CIC,19:05
104817,TERMINAL CAPAO RASO,19:27
105203,TERMINAL CIC,19:49
104817,TERMINAL CAPAO RASO,20:11
105203,TERMINAL CIC,20:33
104817,TERMINAL CAPAO RASO,20:55
105203,TERMINAL CIC,21:17
104817,TERMINAL CAPAO RASO,21:39
105203,TERMINAL CIC,22:00
104817,TERMINAL CAPAO RASO,22:23
105203,TERMINAL CIC,22:43
104817,TERMINAL CAPAO RASO,23:05
105203,TERMINAL CIC,23:25
104817,TERMINAL CAPAO RASO,23:45
