Linha,654
Tabela,002
num,ponto,horario
104817,TERMINAL CAPAO RASO,05:06
105203,TERMINAL CIC,05:27
104817,TERMINAL CAPAO RASO,05:50
105203,TERMINAL CIC,06:11
104817,TERMINAL CAPAO RASO,06:34
105203,TERMINAL CIC,06:55
104817,TERMINAL CAPAO RASO,07:18
105203,TERMINAL CIC,07:39
104817,TERMINAL CAPAO RASO,08:03
105203,TERMINAL CIC,08:26
104817,TERMINAL CAPAO RASO,08:49
105203,TERMINAL CIC,09:10
104817,TERMINAL CAPAO RASO,09:33
105203,TERMINAL CIC,09:54
104817,TERMINAL CAPAO RASO,10:17
105203,TERMINAL CIC,10:38
104817,TERMINAL CAPAO RASO,11:01
105203,TERMINAL CIC,11:22
104817,TERMINAL CAPAO RASO,11:45
105203,TERMINAL CIC,12:07
104817,TERMINAL CAPAO RASO,12:30
105203,TERMINAL CIC,12:52
104817,TERMINAL CAPAO RASO,13:15
105203,TERMINAL CIC,13:43
104817,TERMINAL CAPAO RASO,14:06
105203,TERMINAL CIC,14:27
104817,TERMINAL CAPAO RASO,14:48
105203,TERMINAL CIC,15:09
104817,TERMINAL CAPAO RASO,15:30
105203,TERMINAL CIC,15:51
104817,TERMINAL CAPAO RASO,16:12
105203,TERMINAL CIC,16:34
104817,TERMINAL CAPAO RASO,16:56
105203,TERMINAL CIC,17:20
104817,TERMINAL CAPAO RASO,17:43
105203,TERMINAL CIC,18:08
104817,TERMINAL CAPAO RASO,18:30
105203,TERMINAL CIC,18:55
104817,TERMINAL CAPAO RASO,19:18
