Linha,021
Tabela,007
num,ponto,horario
104819,TERMINAL CAPAO RASO,17:43
105511,TERMINAL HAUER,18:07
104703,TERMINAL CAPAO DA IMBUIA,18:29
104405,TERMINAL CABRAL,18:55
104506,TERMINAL CAMPINA DO SIQUEIRA,19:37
104819,TERMINAL CAPAO RASO,20:07
105511,TERMINAL HAUER,20:31
104703,TERMINAL CAPAO DA IMBUIA,20:53
104405,TERMINAL CABRAL,21:19
104506,TERMINAL CAMPINA DO SIQUEIRA,22:01
104819,TERMINAL CAPAO RASO,22:31
105511,TERMINAL HAUER,22:55
104703,TERMINAL CAPAO DA IMBUIA,23:17
104405,TERMINAL CABRAL,23:42
104506,TERMINAL CAMPINA DO SIQUEIRA,00:12
