Linha,602
Tabela,009
num,ponto,horario
106102,TERMINAL SITIO CERCADO,06:21
104304,TERMINAL BOQUEIRAO,06:37
105503,TERMINAL HAUER,06:51
105802,TERMINAL PORTAO,07:10
105703,TERMINAL PINHEIRINHO,07:27
106102,TERMINAL SITIO CERCADO,07:42
104304,TERMINAL BOQUEIRAO,07:58
105503,TERMINAL HAUER,08:12
105802,TERMINAL PORTAO,08:32
105703,TERMINAL PINHEIRINHO,08:49
106102,TERMINAL SITIO CERCADO,09:06
104304,TERMINAL BOQUEIRAO,09:22
105503,TERMINAL HAUER,09:36
105802,TERMINAL PORTAO,09:56
105703,TERMINAL PINHEIRINHO,10:13
106102,TERMINAL SITIO CERCADO,10:30
104304,TERMINAL BOQUEIRAO,10:46
105503,TERMINAL HAUER,11:00
105802,TERMINAL PORTAO,11:20
105703,TERMINAL PINHEIRINHO,11:37
106102,TERMINAL SITIO CERCADO,11:54
104304,TERMINAL BOQUEIRAO,12:10
105503,TERMINAL HAUER,12:24
105802,TERMINAL PORTAO,12:44
105703,TERMINAL PINHEIRINHO,13:01
106102,TERMINAL SITIO CERCADO,13:18
104304,TERMINAL BOQUEIRAO,13:34
105503,TERMINAL HAUER,13:48
105802,TERMINAL PORTAO,14:08
105703,TERMINAL PINHEIRINHO,14:25
106102,TERMINAL SITIO CERCADO,14:42
104304,TERMINAL BOQUEIRAO,14:58
105503,TERMINAL HAUER,15:12
105802,TERMINAL PORTAO,15:32
105703,TERMINAL PINHEIRINHO,15:49
106102,TERMINAL SITIO CERCADO,16:06
104304,TERMINAL BOQUEIRAO,16:22
105503,TERMINAL HAUER,16:36
105802,TERMINAL PORTAO,16:56
105703,TERMINAL PINHEIRINHO,17:13
106102,TERMINAL SITIO CERCADO,17:29
104304,TERMINAL BOQUEIRAO,17:45
105503,TERMINAL HAUER,17:59
105802,TERMINAL PORTAO,18:19
105703,TERMINAL PINHEIRINHO,18:36
106102,TERMINAL SITIO CERCADO,18:52
104304,TERMINAL BOQUEIRAO,19:08
105503,TERMINAL HAUER,19:22
105802,TERMINAL PORTAO,19:42
105703,TERMINAL PINHEIRINHO,19:59
106102,TERMINAL SITIO CERCADO,20:16
104304,TERMINAL BOQUEIRAO,20:32
105503,TERMINAL HAUER,20:46
105802,TERMINAL PORTAO,21:06
105703,TERMINAL PINHEIRINHO,21:23
106102,TERMINAL SITIO CERCADO,21:40
104304,TERMINAL BOQUEIRAO,21:56
105503,TERMINAL HAUER,22:10
105802,TERMINAL PORTAO,22:30
105703,TERMINAL PINHEIRINHO,22:47
106102,TERMINAL SITIO CERCADO,23:04
104304,TERMINAL BOQUEIRAO,23:20
105503,TERMINAL HAUER,23:34
105802,TERMINAL PORTAO,23:54
105703,TERMINAL PINHEIRINHO,00:11
