Linha,602
Tabela,002-1
num,ponto,horario
105703,TERMINAL PINHEIRINHO,05:17
106102,TERMINAL SITIO CERCADO,05:30
104304,TERMINAL BOQUEIRAO,05:45
105503,TERMINAL HAUER,06:00
105802,TERMINAL PORTAO,06:18
105703,TERMINAL PINHEIRINHO,06:35
106102,TERMINAL SITIO CERCADO,06:50
104304,TERMINAL BOQUEIRAO,07:06
105503,TERMINAL HAUER,07:20
105802,TERMINAL PORTAO,07:40
105703,TERMINAL PINHEIRINHO,07:57
106102,TERMINAL SITIO CERCADO,08:12
104304,TERMINAL BOQUEIRAO,08:28
105503,TERMINAL HAUER,08:42
105802,TERMINAL PORTAO,09:02
105703,TERMINAL PINHEIRINHO,09:19
