Linha,303
Tabela,3
num,ponto,horario
105101,TERMINAL CENTENARIO,05:49
108030,ESTACAO TUBO R.BARBOSA/OESTE,06:20
104601,TERMINAL CAMPO COMPRIDO,06:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,07:17
105101,TERMINAL CENTENARIO,07:49
108030,ESTACAO TUBO R.BARBOSA/OESTE,08:20
104601,TERMINAL CAMPO COMPRIDO,08:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,09:17
105101,TERMINAL CENTENARIO,09:49
108030,ESTACAO TUBO R.BARBOSA/OESTE,10:20
104601,TERMINAL CAMPO COMPRIDO,10:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,11:17
105101,TERMINAL CENTENARIO,11:49
108030,ESTACAO TUBO R.BARBOSA/OESTE,12:20
104601,TERMINAL CAMPO COMPRIDO,12:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,13:17
105101,TERMINAL CENTENARIO,13:49
108030,ESTACAO TUBO R.BARBOSA/OESTE,14:20
104601,TERMINAL CAMPO COMPRIDO,14:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,15:17
105101,TERMINAL CENTENARIO,15:49
108030,ESTACAO TUBO R.BARBOSA/OESTE,16:20
104601,TERMINAL CAMPO COMPRIDO,16:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,17:17
105101,TERMINAL CENTENARIO,17:49
108030,ESTACAO TUBO R.BARBOSA/OESTE,18:20
104601,TERMINAL CAMPO COMPRIDO,18:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,19:17
105101,TERMINAL CENTENARIO,19:49
108030,ESTACAO TUBO R.BARBOSA/OESTE,20:20
104601,TERMINAL CAMPO COMPRIDO,20:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,21:17
105101,TERMINAL CENTENARIO,21:49
108030,ESTACAO TUBO R.BARBOSA/OESTE,22:19
104601,TERMINAL CAMPO COMPRIDO,22:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,23:15
105101,TERMINAL CENTENARIO,23:46
108030,ESTACAO TUBO R.BARBOSA/OESTE,00:15
