Linha,250
Tabela,010
num,ponto,horario
105934,TERMINAL SANTA CANDIDA,05:50
108024,ESTACAO TUBO CENTRAL/SUL,06:08
105933,TERMINAL PINHEIRINHO,06:42
108023,ESTACAO TUBO CENTRAL/NORTE,07:10
105934,TERMINAL SANTA CANDIDA,07:33
108024,ESTACAO TUBO CENTRAL/SUL,07:52
105933,TERMINAL PINHEIRINHO,08:27
108023,ESTACAO TUBO CENTRAL/NORTE,08:55
105934,TERMINAL SANTA CANDIDA,09:20
108024,ESTACAO TUBO CENTRAL/SUL,09:38
105933,TERMINAL PINHEIRINHO,10:12
108023,ESTACAO TUBO CENTRAL/NORTE,10:38
105934,TERMINAL SANTA CANDIDA,11:00
108024,ESTACAO TUBO CENTRAL/SUL,11:18
105933,TERMINAL PINHEIRINHO,11:51
108023,ESTACAO TUBO CENTRAL/NORTE,12:18
105934,TERMINAL SANTA CANDIDA,12:40
108024,ESTACAO TUBO CENTRAL/SUL,12:58
105933,TERMINAL PINHEIRINHO,13:32
108023,ESTACAO TUBO CENTRAL/NORTE,13:58
105934,TERMINAL SANTA CANDIDA,14:20
108024,ESTACAO TUBO CENTRAL/SUL,14:38
105933,TERMINAL PINHEIRINHO,15:12
108023,ESTACAO TUBO CENTRAL/NORTE,15:38
105934,TERMINAL SANTA CANDIDA,16:00
108024,ESTACAO TUBO CENTRAL/SUL,16:18
105933,TERMINAL PINHEIRINHO,16:53
108023,ESTACAO TUBO CENTRAL/NORTE,17:21
105934,TERMINAL SANTA CANDIDA,17:43
108024,ESTACAO TUBO CENTRAL/SUL,18:01
105933,TERMINAL PINHEIRINHO,18:35
108023,ESTACAO TUBO CENTRAL/NORTE,19:03
