Linha,250
Tabela,022
num,ponto,horario
105934,TERMINAL SANTA CANDIDA,06:18
108024,ESTACAO TUBO CENTRAL/SUL,06:36
105933,TERMINAL PINHEIRINHO,07:10
108023,ESTACAO TUBO CENTRAL/NORTE,07:38
105934,TERMINAL SANTA CANDIDA,08:00
108024,ESTACAO TUBO CENTRAL/SUL,08:18
105933,TERMINAL PINHEIRINHO,08:52
108023,ESTACAO TUBO CENTRAL/NORTE,09:18
105934,TERMINAL SANTA CANDIDA,09:40
108024,ESTACAO TUBO CENTRAL/SUL,09:58
105933,TERMINAL PINHEIRINHO,10:32
108023,ESTACAO TUBO CENTRAL/NORTE,10:58
105934,TERMINAL SANTA CANDIDA,11:20
108024,ESTACAO TUBO CENTRAL/SUL,11:38
105933,TERMINAL PINHEIRINHO,12:12
108023,ESTACAO TUBO CENTRAL/NORTE,12:38
105934,TERMINAL SANTA CANDIDA,13:00
108024,ESTACAO TUBO CENTRAL/SUL,13:18
105933,TERMINAL PINHEIRINHO,13:52
108023,ESTACAO TUBO CENTRAL/NORTE,14:18
105934,TERMINAL SANTA CANDIDA,14:40
108024,ESTACAO TUBO CENTRAL/SUL,14:58
105933,TERMINAL PINHEIRINHO,15:32
108023,ESTACAO TUBO CENTRAL/NORTE,16:00
105934,TERMINAL SANTA CANDIDA,16:24
108024,ESTACAO TUBO CENTRAL/SUL,16:42
105933,TERMINAL PINHEIRINHO,17:17
108023,ESTACAO TUBO CENTRAL/NORTE,17:45
105934,TERMINAL SANTA CANDIDA,18:07
108024,ESTACAO TUBO CENTRAL/SUL,18:25
105933,TERMINAL PINHEIRINHO,19:00
108023,ESTACAO TUBO CENTRAL/NORTE,19:28
