Linha,250
Tabela,027
num,ponto,horario
105933,TERMINAL PINHEIRINHO,06:07
108023,ESTACAO TUBO CENTRAL/NORTE,06:35
105934,TERMINAL SANTA CANDIDA,06:59
108024,ESTACAO TUBO CENTRAL/SUL,07:17
105933,TERMINAL PINHEIRINHO,07:51
108023,ESTACAO TUBO CENTRAL/NORTE,08:21
105934,TERMINAL SANTA CANDIDA,08:46
108024,ESTACAO TUBO CENTRAL/SUL,09:05
105933,TERMINAL PINHEIRINHO,09:42
108023,ESTACAO TUBO CENTRAL/NORTE,10:10
105934,TERMINAL SANTA CANDIDA,10:34
108024,ESTACAO TUBO CENTRAL/SUL,10:52
105933,TERMINAL PINHEIRINHO,11:27
108023,ESTACAO TUBO CENTRAL/NORTE,11:55
105934,TERMINAL SANTA CANDIDA,12:19
108024,ESTACAO TUBO CENTRAL/SUL,12:37
105933,TERMINAL PINHEIRINHO,13:12
108023,ESTACAO TUBO CENTRAL/NORTE,13:40
105934,TERMINAL SANTA CANDIDA,14:04
108024,ESTACAO TUBO CENTRAL/SUL,14:22
105933,TERMINAL PINHEIRINHO,14:57
108023,ESTACAO TUBO CENTRAL/NORTE,15:25
105934,TERMINAL SANTA CANDIDA,15:50
108024,ESTACAO TUBO CENTRAL/SUL,16:09
105933,TERMINAL PINHEIRINHO,16:45
108023,ESTACAO TUBO CENTRAL/NORTE,17:13
105934,TERMINAL SANTA CANDIDA,17:38
108024,ESTACAO TUBO CENTRAL/SUL,17:57
105933,TERMINAL PINHEIRINHO,18:34
108023,ESTACAO TUBO CENTRAL/NORTE,19:04
105934,TERMINAL SANTA CANDIDA,19:29
108024,ESTACAO TUBO CENTRAL/SUL,19:47
