Linha,724
Tabela,001
num,ponto,horario
105306,TERMINAL FAZENDINHA,05:30
105005,TERM.CAIUA SENT.ALTO BELA VIST,05:42
180333,BAIRRO BELA VISTA,05:50
105938,TERM.CAIUÁ SENT.FAZENDINHA,05:58
105306,TERMINAL FAZENDINHA,06:08
105005,TERM.CAIUA SENT.ALTO BELA VIST,06:20
180333,BAIRRO BELA VISTA,06:30
105938,TERM.CAIUÁ SENT.FAZENDINHA,06:40
105306,TERMINAL FAZENDINHA,06:50
105005,TERM.CAIUA SENT.ALTO BELA VIST,07:04
180333,BAIRRO BELA VISTA,07:14
105938,TERM.CAIUÁ SENT.FAZENDINHA,07:24
105306,TERMINAL FAZENDINHA,07:38
105005,TERM.CAIUA SENT.ALTO BELA VIST,07:53
180333,BAIRRO BELA VISTA,08:03
105938,TERM.CAIUÁ SENT.FAZENDINHA,08:13
105306,TERMINAL FAZENDINHA,08:27
105005,TERM.CAIUA SENT.ALTO BELA VIST,08:42
180333,BAIRRO BELA VISTA,08:52
105938,TERM.CAIUÁ SENT.FAZENDINHA,09:02
105306,TERMINAL FAZENDINHA,09:16
105005,TERM.CAIUA SENT.ALTO BELA VIST,09:31
180333,BAIRRO BELA VISTA,09:39
105938,TERM.CAIUÁ SENT.FAZENDINHA,09:49
105306,TERMINAL FAZENDINHA,10:03
105005,TERM.CAIUA SENT.ALTO BELA VIST,10:18
180333,BAIRRO BELA VISTA,10:26
105938,TERM.CAIUÁ SENT.FAZENDINHA,10:36
105306,TERMINAL FAZENDINHA,10:50
105005,TERM.CAIUA SENT.ALTO BELA VIST,11:05
180333,BAIRRO BELA VISTA,11:13
105938,TERM.CAIUÁ SENT.FAZENDINHA,11:23
105306,TERMINAL FAZENDINHA,11:37
105005,TERM.CAIUA SENT.ALTO BELA VIST,11:52
180333,BAIRRO BELA VISTA,12:00
105938,TERM.CAIUÁ SENT.FAZENDINHA,12:10
105306,TERMINAL FAZENDINHA,12:24
105005,TERM.CAIUA SENT.ALTO BELA VIST,12:39
180333,BAIRRO BELA VISTA,12:47
105938,TERM.CAIUÁ SENT.FAZENDINHA,12:57
105306,TERMINAL FAZENDINHA,13:11
105005,TERM.CAIUA SENT.ALTO BELA VIST,13:26
180333,BAIRRO BELA VISTA,13:34
105938,TERM.CAIUÁ SENT.FAZENDINHA,13:44
105306,TERMINAL FAZENDINHA,13:58
105005,TERM.CAIUA SENT.ALTO BELA VIST,14:13
180333,BAIRRO BELA VISTA,14:21
105938,TERM.CAIUÁ SENT.FAZENDINHA,14:31
105306,TERMINAL FAZENDINHA,14:45
105005,TERM.CAIUA SENT.ALTO BELA VIST,15:00
180333,BAIRRO BELA VISTA,15:08
105938,TERM.CAIUÁ SENT.FAZENDINHA,15:18
105306,TERMINAL FAZENDINHA,15:32
105005,TERM.CAIUA SENT.ALTO BELA VIST,15:47
180333,BAIRRO BELA VISTA,15:55
105938,TERM.CAIUÁ SENT.FAZENDINHA,16:05
105306,TERMINAL FAZENDINHA,16:21
105005,TERM.CAIUA SENT.ALTO BELA VIST,16:36
180333,BAIRRO BELA VISTA,16:44
105938,TERM.CAIUÁ SENT.FAZENDINHA,16:54
105306,TERMINAL FAZENDINHA,17:11
105005,TERM.CAIUA SENT.ALTO BELA VIST,17:29
180333,BAIRRO BELA VISTA,17:37
105938,TERM.CAIUÁ SENT.FAZENDINHA,17:47
105306,TERMINAL FAZENDINHA,18:04
105005,TERM.CAIUA SENT.ALTO BELA VIST,18:22
180333,BAIRRO BELA VISTA,18:30
105938,TERM.CAIUÁ SENT.FAZENDINHA,18:40
105306,TERMINAL FAZENDINHA,18:57
105005,TERM.CAIUA SENT.ALTO BELA VIST,19:15
180333,BAIRRO BELA VISTA,19:23
105938,TERM.CAIUÁ SENT.FAZENDINHA,19:33
105306,TERMINAL FAZENDINHA,19:48
105005,TERM.CAIUA SENT.ALTO BELA VIST,20:06
