Linha,722
Tabela,002
num,ponto,horario
181094,BAIRRO INDUSTRIAL,05:10
105003,TERMINAL CAIUA,05:25
181094,BAIRRO INDUSTRIAL,05:41
105003,TERMINAL CAIUA,05:57
181094,BAIRRO INDUSTRIAL,06:14
105003,TERMINAL CAIUA,06:31
181094,BAIRRO INDUSTRIAL,06:48
105003,TERMINAL CAIUA,07:06
181094,BAIRRO INDUSTRIAL,07:26
105003,TERMINAL CAIUA,07:44
181094,BAIRRO INDUSTRIAL,08:06
105003,TERMINAL CAIUA,08:24
181094,BAIRRO INDUSTRIAL,08:46
105003,TERMINAL CAIUA,09:05
181094,BAIRRO INDUSTRIAL,09:27
105003,TERMINAL CAIUA,09:47
181094,BAIRRO INDUSTRIAL,10:09
105003,TERMINAL CAIUA,10:29
181094,BAIRRO INDUSTRIAL,10:51
105003,TERMINAL CAIUA,11:11
181094,BAIRRO INDUSTRIAL,11:33
105003,TERMINAL CAIUA,11:53
181094,BAIRRO INDUSTRIAL,12:15
105003,TERMINAL CAIUA,12:35
181094,BAIRRO INDUSTRIAL,12:57
105003,TERMINAL CAIUA,13:17
181094,BAIRRO INDUSTRIAL,13:39
105003,TERMINAL CAIUA,13:58
181094,BAIRRO INDUSTRIAL,14:20
105003,TERMINAL CAIUA,14:39
181094,BAIRRO INDUSTRIAL,15:01
105003,TERMINAL CAIUA,15:21
181094,BAIRRO INDUSTRIAL,15:41
105003,TERMINAL CAIUA,16:01
181094,BAIRRO INDUSTRIAL,16:21
105003,TERMINAL CAIUA,16:41
181094,BAIRRO INDUSTRIAL,17:01
105003,TERMINAL CAIUA,17:21
181094,BAIRRO INDUSTRIAL,17:41
105003,TERMINAL CAIUA,18:01
181094,BAIRRO INDUSTRIAL,18:21
105003,TERMINAL CAIUA,18:41
181094,BAIRRO INDUSTRIAL,19:00
105003,TERMINAL CAIUA,19:19
181094,BAIRRO INDUSTRIAL,19:39
105003,TERMINAL CAIUA,19:59
181094,BAIRRO INDUSTRIAL,20:19
105003,TERMINAL CAIUA,20:39
181094,BAIRRO INDUSTRIAL,20:59
