Linha,203
Tabela,012
num,ponto,horario
105901,TERMINAL SANTA CANDIDA,06:11
104413,TERMINAL CABRAL/SENTIDO SUL,06:24
108024,ESTACAO TUBO CENTRAL/SUL,06:37
108036,ESTACAO TUBO BENTO VIANA/SUL,06:49
104801,TERMINAL CAPAO RASO,07:11
108035,ESTACAO TUBO BENTO VIANA/NORTE,07:29
108023,ESTACAO TUBO CENTRAL/NORTE,07:42
104411,TERMINAL CABRAL/SENTIDO NORTE,07:53
105901,TERMINAL SANTA CANDIDA,08:10
104413,TERMINAL CABRAL/SENTIDO SUL,08:23
108024,ESTACAO TUBO CENTRAL/SUL,08:36
108036,ESTACAO TUBO BENTO VIANA/SUL,08:48
104801,TERMINAL CAPAO RASO,09:10
108035,ESTACAO TUBO BENTO VIANA/NORTE,09:28
108023,ESTACAO TUBO CENTRAL/NORTE,09:41
104411,TERMINAL CABRAL/SENTIDO NORTE,09:52
105901,TERMINAL SANTA CANDIDA,10:08
104413,TERMINAL CABRAL/SENTIDO SUL,10:21
108024,ESTACAO TUBO CENTRAL/SUL,10:34
108036,ESTACAO TUBO BENTO VIANA/SUL,10:46
104801,TERMINAL CAPAO RASO,11:08
108035,ESTACAO TUBO BENTO VIANA/NORTE,11:27
108023,ESTACAO TUBO CENTRAL/NORTE,11:40
104411,TERMINAL CABRAL/SENTIDO NORTE,11:51
105901,TERMINAL SANTA CANDIDA,12:08
104413,TERMINAL CABRAL/SENTIDO SUL,12:21
108024,ESTACAO TUBO CENTRAL/SUL,12:34
108036,ESTACAO TUBO BENTO VIANA/SUL,12:46
104801,TERMINAL CAPAO RASO,13:08
108035,ESTACAO TUBO BENTO VIANA/NORTE,13:26
108023,ESTACAO TUBO CENTRAL/NORTE,13:39
104411,TERMINAL CABRAL/SENTIDO NORTE,13:49
105901,TERMINAL SANTA CANDIDA,14:05
104413,TERMINAL CABRAL/SENTIDO SUL,14:17
108024,ESTACAO TUBO CENTRAL/SUL,14:29
108036,ESTACAO TUBO BENTO VIANA/SUL,14:41
104801,TERMINAL CAPAO RASO,15:03
108035,ESTACAO TUBO BENTO VIANA/NORTE,15:21
108023,ESTACAO TUBO CENTRAL/NORTE,15:35
104411,TERMINAL CABRAL/SENTIDO NORTE,15:45
105901,TERMINAL SANTA CANDIDA,16:02
104413,TERMINAL CABRAL/SENTIDO SUL,16:14
108024,ESTACAO TUBO CENTRAL/SUL,16:26
108036,ESTACAO TUBO BENTO VIANA/SUL,16:38
104801,TERMINAL CAPAO RASO,17:00
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:18
108023,ESTACAO TUBO CENTRAL/NORTE,17:32
104411,TERMINAL CABRAL/SENTIDO NORTE,17:42
105901,TERMINAL SANTA CANDIDA,17:59
104413,TERMINAL CABRAL/SENTIDO SUL,18:11
108024,ESTACAO TUBO CENTRAL/SUL,18:23
108036,ESTACAO TUBO BENTO VIANA/SUL,18:36
104801,TERMINAL CAPAO RASO,18:58
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:16
108023,ESTACAO TUBO CENTRAL/NORTE,19:30
104411,TERMINAL CABRAL/SENTIDO NORTE,19:41
105901,TERMINAL SANTA CANDIDA,20:01
104413,TERMINAL CABRAL/SENTIDO SUL,20:13
108024,ESTACAO TUBO CENTRAL/SUL,20:25
108036,ESTACAO TUBO BENTO VIANA/SUL,20:37
104801,TERMINAL CAPAO RASO,20:59
108035,ESTACAO TUBO BENTO VIANA/NORTE,21:17
108023,ESTACAO TUBO CENTRAL/NORTE,21:31
104411,TERMINAL CABRAL/SENTIDO NORTE,21:41
105901,TERMINAL SANTA CANDIDA,21:58
104413,TERMINAL CABRAL/SENTIDO SUL,22:10
108024,ESTACAO TUBO CENTRAL/SUL,22:22
108036,ESTACAO TUBO BENTO VIANA/SUL,22:34
104801,TERMINAL CAPAO RASO,22:56
108035,ESTACAO TUBO BENTO VIANA/NORTE,23:13
108023,ESTACAO TUBO CENTRAL/NORTE,23:26
104411,TERMINAL CABRAL/SENTIDO NORTE,23:36
105901,TERMINAL SANTA CANDIDA,23:52
104413,TERMINAL CABRAL/SENTIDO SUL,00:04
108024,ESTACAO TUBO CENTRAL/SUL,00:16
108036,ESTACAO TUBO BENTO VIANA/SUL,00:28
