Linha,203
Tabela,016
num,ponto,horario
105901,TERMINAL SANTA CANDIDA,06:25
104413,TERMINAL CABRAL/SENTIDO SUL,06:38
108024,ESTACAO TUBO CENTRAL/SUL,06:51
108036,ESTACAO TUBO BENTO VIANA/SUL,07:03
104801,TERMINAL CAPAO RASO,07:25
108035,ESTACAO TUBO BENTO VIANA/NORTE,07:43
108023,ESTACAO TUBO CENTRAL/NORTE,07:56
104411,TERMINAL CABRAL/SENTIDO NORTE,08:07
105901,TERMINAL SANTA CANDIDA,08:24
104413,TERMINAL CABRAL/SENTIDO SUL,08:37
108024,ESTACAO TUBO CENTRAL/SUL,08:50
108036,ESTACAO TUBO BENTO VIANA/SUL,09:02
104801,TERMINAL CAPAO RASO,09:24
108035,ESTACAO TUBO BENTO VIANA/NORTE,09:43
108023,ESTACAO TUBO CENTRAL/NORTE,09:56
104411,TERMINAL CABRAL/SENTIDO NORTE,10:07
105901,TERMINAL SANTA CANDIDA,10:24
104413,TERMINAL CABRAL/SENTIDO SUL,10:37
108024,ESTACAO TUBO CENTRAL/SUL,10:50
108036,ESTACAO TUBO BENTO VIANA/SUL,11:02
104801,TERMINAL CAPAO RASO,11:24
108035,ESTACAO TUBO BENTO VIANA/NORTE,11:43
108023,ESTACAO TUBO CENTRAL/NORTE,11:56
104411,TERMINAL CABRAL/SENTIDO NORTE,12:07
105901,TERMINAL SANTA CANDIDA,12:24
104413,TERMINAL CABRAL/SENTIDO SUL,12:37
108024,ESTACAO TUBO CENTRAL/SUL,12:50
108036,ESTACAO TUBO BENTO VIANA/SUL,13:02
104801,TERMINAL CAPAO RASO,13:24
108035,ESTACAO TUBO BENTO VIANA/NORTE,13:42
108023,ESTACAO TUBO CENTRAL/NORTE,13:56
104411,TERMINAL CABRAL/SENTIDO NORTE,14:06
105901,TERMINAL SANTA CANDIDA,14:23
104413,TERMINAL CABRAL/SENTIDO SUL,14:35
108024,ESTACAO TUBO CENTRAL/SUL,14:47
108036,ESTACAO TUBO BENTO VIANA/SUL,14:59
104801,TERMINAL CAPAO RASO,15:21
108035,ESTACAO TUBO BENTO VIANA/NORTE,15:39
108023,ESTACAO TUBO CENTRAL/NORTE,15:53
104411,TERMINAL CABRAL/SENTIDO NORTE,16:03
105901,TERMINAL SANTA CANDIDA,16:20
104413,TERMINAL CABRAL/SENTIDO SUL,16:32
108024,ESTACAO TUBO CENTRAL/SUL,16:44
108036,ESTACAO TUBO BENTO VIANA/SUL,16:56
104801,TERMINAL CAPAO RASO,17:18
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:36
108023,ESTACAO TUBO CENTRAL/NORTE,17:50
104411,TERMINAL CABRAL/SENTIDO NORTE,18:01
105901,TERMINAL SANTA CANDIDA,18:18
104413,TERMINAL CABRAL/SENTIDO SUL,18:30
108024,ESTACAO TUBO CENTRAL/SUL,18:43
108036,ESTACAO TUBO BENTO VIANA/SUL,18:56
104801,TERMINAL CAPAO RASO,19:18
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:36
108023,ESTACAO TUBO CENTRAL/NORTE,19:49
104411,TERMINAL CABRAL/SENTIDO NORTE,19:59
105901,TERMINAL SANTA CANDIDA,20:14
104413,TERMINAL CABRAL/SENTIDO SUL,20:26
108024,ESTACAO TUBO CENTRAL/SUL,20:38
108036,ESTACAO TUBO BENTO VIANA/SUL,20:50
104801,TERMINAL CAPAO RASO,21:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,21:30
108023,ESTACAO TUBO CENTRAL/NORTE,21:44
104411,TERMINAL CABRAL/SENTIDO NORTE,21:54
105901,TERMINAL SANTA CANDIDA,22:11
104413,TERMINAL CABRAL/SENTIDO SUL,22:23
108024,ESTACAO TUBO CENTRAL/SUL,22:35
108036,ESTACAO TUBO BENTO VIANA/SUL,22:47
104801,TERMINAL CAPAO RASO,23:09
108035,ESTACAO TUBO BENTO VIANA/NORTE,23:26
108023,ESTACAO TUBO CENTRAL/NORTE,23:39
104411,TERMINAL CABRAL/SENTIDO NORTE,23:50
