Linha,203
Tabela,003
num,ponto,horario
104801,TERMINAL CAPAO RASO,05:32
108035,ESTACAO TUBO BENTO VIANA/NORTE,05:50
108023,ESTACAO TUBO CENTRAL/NORTE,06:03
104411,TERMINAL CABRAL/SENTIDO NORTE,06:14
105901,TERMINAL SANTA CANDIDA,06:32
104413,TERMINAL CABRAL/SENTIDO SUL,06:45
108024,ESTACAO TUBO CENTRAL/SUL,06:58
108036,ESTACAO TUBO BENTO VIANA/SUL,07:10
104801,TERMINAL CAPAO RASO,07:32
108035,ESTACAO TUBO BENTO VIANA/NORTE,07:50
108023,ESTACAO TUBO CENTRAL/NORTE,08:03
104411,TERMINAL CABRAL/SENTIDO NORTE,08:14
105901,TERMINAL SANTA CANDIDA,08:31
104413,TERMINAL CABRAL/SENTIDO SUL,08:44
108024,ESTACAO TUBO CENTRAL/SUL,08:57
108036,ESTACAO TUBO BENTO VIANA/SUL,09:09
104801,TERMINAL CAPAO RASO,09:32
108035,ESTACAO TUBO BENTO VIANA/NORTE,09:51
108023,ESTACAO TUBO CENTRAL/NORTE,10:04
104411,TERMINAL CABRAL/SENTIDO NORTE,10:15
105901,TERMINAL SANTA CANDIDA,10:32
104413,TERMINAL CABRAL/SENTIDO SUL,10:45
108024,ESTACAO TUBO CENTRAL/SUL,10:58
108036,ESTACAO TUBO BENTO VIANA/SUL,11:10
104801,TERMINAL CAPAO RASO,11:32
108035,ESTACAO TUBO BENTO VIANA/NORTE,11:51
108023,ESTACAO TUBO CENTRAL/NORTE,12:04
104411,TERMINAL CABRAL/SENTIDO NORTE,12:15
105901,TERMINAL SANTA CANDIDA,12:32
104413,TERMINAL CABRAL/SENTIDO SUL,12:45
108024,ESTACAO TUBO CENTRAL/SUL,12:58
108036,ESTACAO TUBO BENTO VIANA/SUL,13:11
104801,TERMINAL CAPAO RASO,13:33
108035,ESTACAO TUBO BENTO VIANA/NORTE,13:51
108023,ESTACAO TUBO CENTRAL/NORTE,14:05
104411,TERMINAL CABRAL/SENTIDO NORTE,14:15
105901,TERMINAL SANTA CANDIDA,14:32
104413,TERMINAL CABRAL/SENTIDO SUL,14:44
108024,ESTACAO TUBO CENTRAL/SUL,14:56
108036,ESTACAO TUBO BENTO VIANA/SUL,15:08
104801,TERMINAL CAPAO RASO,15:30
108035,ESTACAO TUBO BENTO VIANA/NORTE,15:48
108023,ESTACAO TUBO CENTRAL/NORTE,16:02
104411,TERMINAL CABRAL/SENTIDO NORTE,16:12
105901,TERMINAL SANTA CANDIDA,16:29
104413,TERMINAL CABRAL/SENTIDO SUL,16:41
108024,ESTACAO TUBO CENTRAL/SUL,16:53
108036,ESTACAO TUBO BENTO VIANA/SUL,17:05
104801,TERMINAL CAPAO RASO,17:27
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:45
108023,ESTACAO TUBO CENTRAL/NORTE,17:59
104411,TERMINAL CABRAL/SENTIDO NORTE,18:10
105901,TERMINAL SANTA CANDIDA,18:27
104413,TERMINAL CABRAL/SENTIDO SUL,18:40
108024,ESTACAO TUBO CENTRAL/SUL,18:53
108036,ESTACAO TUBO BENTO VIANA/SUL,19:06
104801,TERMINAL CAPAO RASO,19:28
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:46
108023,ESTACAO TUBO CENTRAL/NORTE,20:00
104411,TERMINAL CABRAL/SENTIDO NORTE,20:10
105901,TERMINAL SANTA CANDIDA,20:27
104413,TERMINAL CABRAL/SENTIDO SUL,20:39
108024,ESTACAO TUBO CENTRAL/SUL,20:51
108036,ESTACAO TUBO BENTO VIANA/SUL,21:03
104801,TERMINAL CAPAO RASO,21:25
108035,ESTACAO TUBO BENTO VIANA/NORTE,21:43
108023,ESTACAO TUBO CENTRAL/NORTE,21:57
104411,TERMINAL CABRAL/SENTIDO NORTE,22:07
105901,TERMINAL SANTA CANDIDA,22:24
104413,TERMINAL CABRAL/SENTIDO SUL,22:36
108024,ESTACAO TUBO CENTRAL/SUL,22:48
108036,ESTACAO TUBO BENTO VIANA/SUL,23:00
104801,TERMINAL CAPAO RASO,23:22
108035,ESTACAO TUBO BENTO VIANA/NORTE,23:39
108023,ESTACAO TUBO CENTRAL/NORTE,23:52
104411,TERMINAL CABRAL/SENTIDO NORTE,00:02
