Linha,979
Tabela,003
num,ponto,horario
110093,RUA 24 HORAS,09:10
110212,MUSEU FERROVIARIO,09:19
140277,TEATRO PAIOL,09:28
140104,PARQUE JARDIM BOTANICO,09:40
110021,MERC.MUNICIPAL/RODOFERROVIARIA,09:49
110092,TEATRO GUAIRA/UNIV.FEDERAL PR,09:55
110001,PACO DA LIBERDADE,10:01
110002,MEMORIAL ARABE,10:06
120461,CENTRO CIVICO,10:09
120573,BOSQUE DO PAPA,10:13
120542,MUSEU OSCAR NIEMEYER,10:18
190419,BOSQUE ALEMAO,10:28
120543,UNIV.LIVRE DO MEIO AMBIENTE,10:34
120718,PQ.SAO LOURENCO (SENT.BARREIRINHA),10:42
120074,OPERA DE ARAME,10:46
120586,PARQUE TANGUA,10:52
190363,PARQUE TINGUI,10:59
190361,MEMORIAL UCRANIANO,11:03
190550,PORTAL ITALIANO,11:11
190969,SANTA FELICIDADE,11:21
190941,PARQUE BARIGUI,11:33
190211,TORRE PANORAMICA,11:38
110325,SETOR HISTORICO,11:46
101016,PRACA TIRADENTES,11:50
110206,RUA DAS FLORES,11:56
110093,RUA 24 HORAS,12:10
110212,MUSEU FERROVIARIO,12:19
140277,TEATRO PAIOL,12:28
140104,PARQUE JARDIM BOTANICO,12:40
110021,MERC.MUNICIPAL/RODOFERROVIARIA,12:49
110092,TEATRO GUAIRA/UNIV.FEDERAL PR,12:55
110001,PACO DA LIBERDADE,13:01
110002,MEMORIAL ARABE,13:06
120461,CENTRO CIVICO,13:09
120573,BOSQUE DO PAPA,13:13
120542,MUSEU OSCAR NIEMEYER,13:18
190419,BOSQUE ALEMAO,13:28
120543,UNIV.LIVRE DO MEIO AMBIENTE,13:34
120718,PQ.SAO LOURENCO (SENT.BARREIRINHA),13:42
120074,OPERA DE ARAME,13:46
120586,PARQUE TANGUA,13:52
190363,PARQUE TINGUI,13:59
190361,MEMORIAL UCRANIANO,14:03
190550,PORTAL ITALIANO,14:11
190969,SANTA FELICIDADE,14:21
190941,PARQUE BARIGUI,14:33
190211,TORRE PANORAMICA,14:38
110325,SETOR HISTORICO,14:46
101016,PRACA TIRADENTES,14:50
110206,RUA DAS FLORES,14:56
110093,RUA 24 HORAS,15:10
110212,MUSEU FERROVIARIO,15:19
140277,TEATRO PAIOL,15:28
140104,PARQUE JARDIM BOTANICO,15:40
110021,MERC.MUNICIPAL/RODOFERROVIARIA,15:49
110092,TEATRO GUAIRA/UNIV.FEDERAL PR,15:55
110001,PACO DA LIBERDADE,16:01
110002,MEMORIAL ARABE,16:06
120461,CENTRO CIVICO,16:09
120573,BOSQUE DO PAPA,16:13
120542,MUSEU OSCAR NIEMEYER,16:18
190419,BOSQUE ALEMAO,16:28
120543,UNIV.LIVRE DO MEIO AMBIENTE,16:34
120718,PQ.SAO LOURENCO (SENT.BARREIRINHA),16:42
120074,OPERA DE ARAME,16:46
120586,PARQUE TANGUA,16:52
190363,PARQUE TINGUI,16:59
190361,MEMORIAL UCRANIANO,17:03
190550,PORTAL ITALIANO,17:11
190969,SANTA FELICIDADE,17:21
190941,PARQUE BARIGUI,17:33
190211,TORRE PANORAMICA,17:38
110325,SETOR HISTORICO,17:46
101016,PRACA TIRADENTES,17:50
110206,RUA DAS FLORES,17:56
