Linha,860
Tabela,002
num,ponto,horario
180567,BAIRRO VILA SANDRA,06:36
102031,PRACA RUI BARBOSA,07:14
180567,BAIRRO VILA SANDRA,07:48
102031,PRACA RUI BARBOSA,08:26
180567,BAIRRO VILA SANDRA,09:00
102031,PRACA RUI BARBOSA,09:38
180567,BAIRRO VILA SANDRA,10:12
102031,PRACA RUI BARBOSA,10:49
180567,BAIRRO VILA SANDRA,11:22
102031,PRACA RUI BARBOSA,11:59
180567,BAIRRO VILA SANDRA,12:32
102031,PRACA RUI BARBOSA,13:09
180567,BAIRRO VILA SANDRA,13:42
102031,PRACA RUI BARBOSA,14:19
180567,BAIRRO VILA SANDRA,14:52
102031,PRACA RUI BARBOSA,15:29
180567,BAIRRO VILA SANDRA,16:02
102031,PRACA RUI BARBOSA,16:39
180567,BAIRRO VILA SANDRA,17:12
102031,PRACA RUI BARBOSA,17:49
180567,BAIRRO VILA SANDRA,18:22
102031,PRACA RUI BARBOSA,18:59
