Linha,207
Tabela,001
num,ponto,horario
104412,TERMINAL CABRAL,05:42
103303,PRACA GENERAL OSORIO,06:07
104412,TERMINAL CABRAL,06:36
103303,PRACA GENERAL OSORIO,07:03
104412,TERMINAL CABRAL,07:33
103303,PRACA GENERAL OSORIO,08:03
104412,TERMINAL CABRAL,08:36
103303,PRACA GENERAL OSORIO,09:12
104412,TERMINAL CABRAL,09:45
103303,PRACA GENERAL OSORIO,10:12
104412,TERMINAL CABRAL,10:45
103303,PRACA GENERAL OSORIO,11:12
104412,TERMINAL CABRAL,11:45
103303,PRACA GENERAL OSORIO,12:12
104412,TERMINAL CABRAL,12:45
103303,PRACA GENERAL OSORIO,13:12
104412,TERMINAL CABRAL,13:45
103303,PRACA GENERAL OSORIO,14:12
104412,TERMINAL CABRAL,14:45
103303,PRACA GENERAL OSORIO,15:12
104412,TERMINAL CABRAL,15:43
103303,PRACA GENERAL OSORIO,16:10
104412,TERMINAL CABRAL,16:46
103303,PRACA GENERAL OSORIO,17:17
104412,TERMINAL CABRAL,17:52
103303,PRACA GENERAL OSORIO,18:25
