Linha,X08
Tabela,4
num,ponto,horario
108036,ESTACAO TUBO BENTO VIANA/SUL,16:46
105701,TERMINAL PINHEIRINHO (VAZIO),17:20
108036,ESTACAO TUBO BENTO VIANA/SUL,17:50
