Linha,X08
Tabela,5
num,ponto,horario
108036,ESTACAO TUBO BENTO VIANA/SUL,16:52
105701,TERMINAL PINHEIRINHO (VAZIO),17:27
108036,ESTACAO TUBO BENTO VIANA/SUL,17:57
