Linha,X08
Tabela,001
num,ponto,horario
108036,ESTACAO TUBO BENTO VIANA/SUL,16:14
105701,TERMINAL PINHEIRINHO (VAZIO),16:47
108036,ESTACAO TUBO BENTO VIANA/SUL,17:18
105701,TERMINAL PINHEIRINHO (VAZIO),17:51
108036,ESTACAO TUBO BENTO VIANA/SUL,18:21
