Linha,X08
Tabela,8
num,ponto,horario
108036,ESTACAO TUBO BENTO VIANA/SUL,17:10
105701,TERMINAL PINHEIRINHO (VAZIO),17:47
108036,ESTACAO TUBO BENTO VIANA/SUL,18:17
