Linha,X08
Tabela,7
num,ponto,horario
108036,ESTACAO TUBO BENTO VIANA/SUL,17:04
105701,TERMINAL PINHEIRINHO (VAZIO),17:41
108036,ESTACAO TUBO BENTO VIANA/SUL,18:11
