Linha,X08
Tabela,9
num,ponto,horario
108036,ESTACAO TUBO BENTO VIANA/SUL,17:16
105701,TERMINAL PINHEIRINHO (VAZIO),17:53
108036,ESTACAO TUBO BENTO VIANA/SUL,18:23
