Linha,X08
Tabela,10
num,ponto,horario
108036,ESTACAO TUBO BENTO VIANA/SUL,17:22
105701,TERMINAL PINHEIRINHO (VAZIO),17:59
108036,ESTACAO TUBO BENTO VIANA/SUL,18:29
