Linha,023
Tabela,009-1
num,ponto,horario
109093,TERMINAL CAPAO RASO,05:59
109109,TERMINAL HAUER,06:16
109117,TERMINAL CAPAO DA IMBUIA,06:36
109083,TERMINAL CABRAL,06:59
109167,TERMINAL CAMPINA DO SIQUEIRA,07:27
109089,TERMINAL PORTAO,07:45
109093,TERMINAL CAPAO RASO,07:51
109109,TERMINAL HAUER,08:08
109117,TERMINAL CAPAO DA IMBUIA,08:28
109083,TERMINAL CABRAL,08:51
109167,TERMINAL CAMPINA DO SIQUEIRA,09:19
109089,TERMINAL PORTAO,09:37
109093,TERMINAL CAPAO RASO,09:43
109109,TERMINAL HAUER,10:00
109117,TERMINAL CAPAO DA IMBUIA,10:20
109083,TERMINAL CABRAL,10:43
109167,TERMINAL CAMPINA DO SIQUEIRA,11:11
109089,TERMINAL PORTAO,11:29
