Linha,183
Tabela,001
num,ponto,horario
120300,BAIRRO JARDIM CHAPARRAL,05:55
101020,PRACA TIRADENTES,06:28
120300,BAIRRO JARDIM CHAPARRAL,07:00
101020,PRACA TIRADENTES,07:33
120300,BAIRRO JARDIM CHAPARRAL,08:05
101020,PRACA TIRADENTES,08:38
120300,BAIRRO JARDIM CHAPARRAL,09:09
101020,PRACA TIRADENTES,09:42
120300,BAIRRO JARDIM CHAPARRAL,10:17
101020,PRACA TIRADENTES,10:52
120300,BAIRRO JARDIM CHAPARRAL,11:27
101020,PRACA TIRADENTES,12:02
120300,BAIRRO JARDIM CHAPARRAL,12:37
101020,PRACA TIRADENTES,13:12
120300,BAIRRO JARDIM CHAPARRAL,13:47
101020,PRACA TIRADENTES,14:22
120300,BAIRRO JARDIM CHAPARRAL,14:57
101020,PRACA TIRADENTES,15:32
120300,BAIRRO JARDIM CHAPARRAL,16:07
101020,PRACA TIRADENTES,16:42
120300,BAIRRO JARDIM CHAPARRAL,17:17
101020,PRACA TIRADENTES,17:50
120300,BAIRRO JARDIM CHAPARRAL,18:28
101020,PRACA TIRADENTES,19:05
120300,BAIRRO JARDIM CHAPARRAL,19:39
101020,PRACA TIRADENTES,20:15
120300,BAIRRO JARDIM CHAPARRAL,20:50
101020,PRACA TIRADENTES,21:25
120300,BAIRRO JARDIM CHAPARRAL,22:00
101020,PRACA TIRADENTES,22:35
120300,BAIRRO JARDIM CHAPARRAL,23:10
101020,PRACA TIRADENTES,23:45
