Linha,541
Tabela,006-2
num,ponto,horario
106103,TERMINAL SITIO CERCADO,15:55
160115,BAIRRO NOVO A,16:10
106103,TERMINAL SITIO CERCADO,16:25
160115,BAIRRO NOVO A,16:40
106103,TERMINAL SITIO CERCADO,16:55
160115,BAIRRO NOVO A,17:10
106103,TERMINAL SITIO CERCADO,17:25
160115,BAIRRO NOVO A,17:40
106103,TERMINAL SITIO CERCADO,17:55
160115,BAIRRO NOVO A,18:10
106103,TERMINAL SITIO CERCADO,18:25
160115,BAIRRO NOVO A,18:40
106103,TERMINAL SITIO CERCADO,18:55
160115,BAIRRO NOVO A,19:10
106103,TERMINAL SITIO CERCADO,19:25
160115,BAIRRO NOVO A,19:40
