Linha,541
Tabela,004-2
num,ponto,horario
106103,TERMINAL SITIO CERCADO,15:57
160115,BAIRRO NOVO A,16:12
106103,TERMINAL SITIO CERCADO,16:28
160115,BAIRRO NOVO A,16:43
106103,TERMINAL SITIO CERCADO,16:59
160115,BAIRRO NOVO A,17:14
106103,TERMINAL SITIO CERCADO,17:29
160115,BAIRRO NOVO A,17:44
106103,TERMINAL SITIO CERCADO,17:59
160115,BAIRRO NOVO A,18:14
106103,TERMINAL SITIO CERCADO,18:29
160115,BAIRRO NOVO A,18:44
106103,TERMINAL SITIO CERCADO,18:59
160115,BAIRRO NOVO A,19:14
106103,TERMINAL SITIO CERCADO,19:29
160115,BAIRRO NOVO A,19:44
