Linha,707
Tabela,003
num,ponto,horario
171104,TERMINAL TATUQUARA,05:25
102244,PRACA RUI BARBOSA,06:15
171104,TERMINAL TATUQUARA,07:05
102244,PRACA RUI BARBOSA,07:58
171104,TERMINAL TATUQUARA,08:52
102244,PRACA RUI BARBOSA,09:45
171104,TERMINAL TATUQUARA,10:37
102244,PRACA RUI BARBOSA,11:30
171104,TERMINAL TATUQUARA,12:22
102244,PRACA RUI BARBOSA,13:15
171104,TERMINAL TATUQUARA,14:08
102244,PRACA RUI BARBOSA,15:01
171104,TERMINAL TATUQUARA,16:04
102244,PRACA RUI BARBOSA,17:01
171104,TERMINAL TATUQUARA,18:06
102244,PRACA RUI BARBOSA,19:01
